WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
0204,2,4,SEPTEMBER,9,"20,21"
0204,2,4,OCTOBER,10,"11,31,12"
0204,2,4,NOVEMBER,11,1
0205,2,5,APRIL,4,"13,14"
0205,2,5,MAY,5,"3,23,4,24"
0205,2,5,JUNE,6,"13,14"
0205,2,5,JULY,7,"5,25,6,26"
0205,2,5,AUGUST,8,"12,15"
0205,2,5,SEPTEMBER,9,"1,22,2,23"
0205,2,5,OCTOBER,10,"13,14"
0205,2,5,NOVEMBER,11,"2,3"
0206,2,6,APRIL,4,"15,18"
0206,2,6,MAY,5,"5,25,6,26"
0206,2,6,JUNE,6,"15,16"
0206,2,6,JULY,7,"7,27,8,28"
0206,2,6,AUGUST,8,"16,17"
0206,2,6,SEPTEMBER,9,"6,26,7,27"
0206,2,6,OCTOBER,10,"17,18"
0206,2,6,NOVEMBER,11,"4,7"
0207,2,7,APRIL,4,"5,12,19,26,6,13,20,27"
0207,2,7,MAY,5,"3,10,17,24,31,4,11,18,25"
0207,2,7,JUNE,6,"7,14,21,28,1,8,15,22,29"
0207,2,7,JULY,7,"5,12,19,26,6,13,20,27"
0207,2,7,AUGUST,8,"2,9,16,23,30,3,10,17,24,31"
0207,2,7,SEPTEMBER,9,"6,13,20,27,7,14,21,28"
0207,2,7,OCTOBER,10,"4,11,18,25,5,12,19,26"
0207,2,7,NOVEMBER,11,"1,8,15,2,9,16"
0208,2,8,APRIL,4,"5,12,19,26,6,13,20,27"
0208,2,8,MAY,5,"3,10,17,24,31,4,11,18,25"
0208,2,8,JUNE,6,"7,14,21,28,1,8,15,22,29"
0208,2,8,JULY,7,"5,12,19,26,6,13,20,27"
0208,2,8,AUGUST,8,"2,9,16,23,30,3,10,17,24,31"
0208,2,8,SEPTEMBER,9,"6,13,20,27,7,14,21,28"
0208,2,8,OCTOBER,10,"4,11,18,25,5,12,19,26"
0208,2,8,NOVEMBER,11,"1,8,15,2,9,16"
0209,2,9,APRIL,4,"19,20"
0209,2,9,MAY,5,"9,27,10,31"
0209,2,9,JUNE,6,"17,21"
0209,2,9,JULY,7,"11,29,12"
0209,2,9,AUGUST,8,"18,1,19"
0209,2,9,SEPTEMBER,9,"8,28,9,29"
0209,2,9,OCTOBER,10,"19,20"
0209,2,9,NOVEMBER,11,"8,9"
0301,3,1,APRIL,4,"1,4"
0301,3,1,APRIL,4,"5,6"
0301,3,1,MAY,5,"17,18"
0301,3,1,JULY,7,"8,11"
0301,3,1,AUGUST,8,"23,24"
0301,3,1,OCTOBER,10,"12,13"
0302,3,2,MAY,5,"19,20"
0302,3,2,JULY,7,"12,13"
0302,3,2,AUGUST,8,"25,26"
0302,3,2,OCTOBER,10,"14,17"
0303,3,3,APRIL,4,"7,8"
0303,3,3,MAY,5,"23,24"
0303,3,3,JULY,7,"14,15"
0303,3,3,AUGUST,8,"29,30"
0303,3,3,OCTOBER,10,"18,19"
0304,3,4,APRIL,4,"11,12"
0304,3,4,MAY,5,"25,26"
0304,3,4,JULY,7,"18,19"
0304,3,4,AUGUST,8,31
0304,3,4,SEPTEMBER,9,1
0304,3,4,OCTOBER,10,"20,21"
0305,3,5,APRIL,4,"13,14"
0305,3,5,MAY,5,27
0305,3,5,JUNE,6,1
0305,3,5,JULY,7,"20,21"
0305,3,5,SEPTEMBER,9,"2,7"
0305,3,5,OCTOBER,10,"24,25"
0306,3,6,APRIL,4,"15,18"
0306,3,6,JUNE,6,"2,3"
0306,3,6,JULY,7,"22,25"
0306,3,6,SEPTEMBER,9,"8,9"
0306,3,6,OCTOBER,10,"26,27"
0307,3,7,APRIL,4,"19,20"
0307,3,7,JUNE,6,"6,7"
0307,3,7,JULY,7,"26,27"
0307,3,7,SEPTEMBER,9,"12,13"
0307,3,7,OCTOBER,10,"28,31"
0308,3,8,APRIL,4,"21,22"
0308,3,8,JUNE,6,"8,9"
0308,3,8,JULY,7,"28,29"
0308,3,8,SEPTEMBER,9,"14,15"
0308,3,8,NOVEMBER,11,"1,2"
0309,3,9,APRIL,4,"25,26"
0309,3,9,JUNE,6,"10,13"
0309,3,9,AUGUST,8,"1,2"
0309,3,9,SEPTEMBER,9,"16,19"
0309,3,9,NOVEMBER,11,"3,4"
0310,3,10,APRIL,4,"27,28"
0310,3,10,JUNE,6,"14,15"
0310,3,10,AUGUST,8,"3,4"
0310,3,10,SEPTEMBER,9,"20,21"
0310,3,10,NOVEMBER,11,"7,8"
0311,3,11,APRIL,4,29
0311,3,11,MAY,5,2
0311,3,11,JUNE,6,"16,17"
0311,3,11,AUGUST,8,"5,8"
0311,3,11,SEPTEMBER,9,"22,23"
0311,3,11,NOVEMBER,11,"9,10"
0312,3,12,MAY,5,"3,4"
0312,3,12,JUNE,6,"22,23"
0312,3,12,AUGUST,8,"9,10"
0312,3,12,SEPTEMBER,9,"26,27"
0312,3,12,NOVEMBER,11,"11,14"
0313,3,13,MAY,5,"5,6"
0313,3,13,JUNE,6,"24,27"
0313,3,13,AUGUST,8,"11,12"
0313,3,13,SEPTEMBER,9,"28,29"
0313,3,13,NOVEMBER,11,"15,16"
0314,3,14,MAY,5,"9,10"
0314,3,14,JUNE,6,"28,29"
0314,3,14,AUGUST,8,"15,16"
0314,3,14,SEPTEMBER,9,30
0314,3,14,OCTOBER,10,3
0315,3,15,MAY,5,"11,12"
0315,3,15,JUNE,6,30
0315,3,15,JULY,7,1
0315,3,15,AUGUST,8,"17,18"
0315,3,15,OCTOBER,10,"4,5"
0316,3,16,MAY,5,"13,16"
0316,3,16,JULY,7,"6,7"
0316,3,16,AUGUST,8,"19,22"
0316,3,16,OCTOBER,10,"6,7"
0401,4,1,APRIL,4,"1,4"
0401,4,1,MAY,5,"13,16"
0401,4,1,JUNE,6,"29,30"
0401,4,1,AUGUST,8,"10,11"
0401,4,1,SEPTEMBER,9,"22,23"
0401,4,1,NOVEMBER,11,"4,7"
0402,4,2,APRIL,4,"5,6"
0402,4,2,MAY,5,"17,18"
0402,4,2,JULY,7,"1,3"
0402,4,2,AUGUST,8,"12,15"
0402,4,2,SEPTEMBER,9,"26,27"
0402,4,2,NOVEMBER,11,"8,9"
0403,4,3,APRIL,4,"7,8"
0403,4,3,MAY,5,"19,20"
0403,4,3,JULY,7,"5,6"
0403,4,3,AUGUST,8,"16,17"
0403,4,3,SEPTEMBER,9,"28,29"
0403,4,3,NOVEMBER,11,"10,11"
0404,4,4,APRIL,4,"11,12"
0404,4,4,MAY,5,"23,24"
0404,4,4,JULY,7,"7,8"
0404,4,4,AUGUST,8,"18,19"
0404,4,4,SEPTEMBER,9,30
0404,4,4,OCTOBER,10,"4,"
0404,4,4,NOVEMBER,11,"14,15"
0405,4,5,APRIL,4,"13,14"
0405,4,5,MAY,5,"25,26"
0405,4,5,JULY,7,"11,12"
0405,4,5,AUGUST,8,"22,23"
0405,4,5,OCTOBER,10,"4,5"
0405,4,5,NOVEMBER,11,"16,17"
0406,4,6,APRIL,4,"15,18"
0406,4,6,MAY,5,"27,31"
0406,4,6,JULY,7,"13,14"
0406,4,6,AUGUST,8,"24,25"
0406,4,6,OCTOBER,10,"6,7"
0406,4,6,NOVEMBER,11,18
0407,4,7,APRIL,4,"19,20"
0407,4,7,JUNE,6,"1,2"
0407,4,7,JULY,7,"15,18"
0407,4,7,AUGUST,8,"26,29"
0407,4,7,OCTOBER,10,"11,12"
0408,4,8,APRIL,4,"21,22"
0408,4,8,JUNE,6,"3,6"
0408,4,8,JULY,7,"19,20"
0408,4,8,AUGUST,8,"30,31"
0408,4,8,OCTOBER,10,"13,14"
0409,4,9,APRIL,4,"25,26"
0409,4,9,JUNE,6,"7,8"
0409,4,9,JULY,7,"21,22"
0409,4,9,SEPTEMBER,9,"1,2"
0409,4,9,OCTOBER,10,"17,18"
0410,4,10,APRIL,4,"27,28"
0410,4,10,JUNE,6,"9,10"
0410,4,10,JULY,7,"25,26"
0410,4,10,SEPTEMBER,9,"6,7"
0410,4,10,OCTOBER,10,"19,20"
0411,4,11,APRIL,4,29
0411,4,11,MAY,5,2
0411,4,11,JUNE,6,"13,14"
0411,4,11,JULY,7,"27,28"
0411,4,11,SEPTEMBER,9,"8,9"
0411,4,11,OCTOBER,10,"21,24"
0412,4,12,MAY,5,"3,4"
0412,4,12,JUNE,6,"15,16"
0412,4,12,JULY,7,29
0412,4,12,AUGUST,8,1
0412,4,12,SEPTEMBER,9,"12,13"
0412,4,12,OCTOBER,10,"25,26"
0413,4,13,MAY,5,"5,6"
0413,4,13,JUNE,6,"17,21"
0413,4,13,AUGUST,8,"2,3"
0413,4,13,SEPTEMBER,9,"14,15"
0413,4,13,OCTOBER,10,"27,28"
0414,4,14,MAY,5,"9,10"
0414,4,14,JUNE,6,"22,23"
0414,4,14,AUGUST,8,"4,5"
0414,4,14,SEPTEMBER,9,"16,19"
0414,4,14,OCTOBER,10,31
0414,4,14,NOVEMBER,11,1
0415,4,15,MAY,5,"11,12"
0415,4,15,JUNE,6,"24,27"
0415,4,15,AUGUST,8,"8,9"
0415,4,15,SEPTEMBER,9,"20,21"
0415,4,15,NOVEMBER,11,"2,3"
0501,5,1,APRIL,4,"1,4"
0501,5,1,MAY,5,"13,16"
0501,5,1,JUNE,6,"28,29"
0501,5,1,AUGUST,8,"10,11"
0501,5,1,SEPTEMBER,9,"22,23"
0502,5,2,APRIL,4,"5,6"
0502,5,2,MAY,5,"17,18"
0502,5,2,JUNE,6,30
0502,5,2,JULY,7,1
0502,5,2,AUGUST,8,"12,15"
0502,5,2,SEPTEMBER,9,"26,27"
0503,5,3,APRIL,4,"7,8"
0503,5,3,MAY,5,"19,20"
0503,5,3,JULY,7,"5,6"
0503,5,3,AUGUST,8,"16,17"
0503,5,3,SEPTEMBER,9,"28,29"
0504,5,4,APRIL,4,"11,12"
0504,5,4,MAY,5,"23,24"
0504,5,4,JULY,7,"7,8"
0504,5,4,AUGUST,8,"18,19"
0504,5,4,SEPTEMBER,9,30
0504,5,4,OCTOBER,10,3
0505,5,5,APRIL,4,"13,14"
0505,5,5,MAY,5,"25,26"
0505,5,5,JULY,7,"11,12"
0505,5,5,AUGUST,8,"22,23"
0505,5,5,OCTOBER,10,"4,5"
0506,5,6,APRIL,4,"15,18"
0506,5,6,MAY,5,"27,31"
0506,5,6,JULY,7,"13,14"
0506,5,6,AUGUST,8,"24,25"
0506,5,6,OCTOBER,10,"6,7"
0507,5,7,APRIL,4,"19,20"
0507,5,7,JUNE,6,"1,2"
0507,5,7,JULY,7,"15,18"
0507,5,7,AUGUST,8,"26,29"
0507,5,7,OCTOBER,10,"11,12"
0508,5,8,APRIL,4,"21,22"
0508,5,8,JUNE,6,"3,6"
0508,5,8,JULY,7,"19,20"
0508,5,8,AUGUST,8,"30,31"
0508,5,8,OCTOBER,10,"13,14"
0509,5,9,APRIL,4,"25,26"
0509,5,9,JUNE,6,"7,8"
0509,5,9,JULY,7,"21,22"
0509,5,9,SEPTEMBER,9,"1,2"
0509,5,9,OCTOBER,10,"17,18"
0510,5,10,APRIL,4,"27,28"
0510,5,10,JUNE,6,"9,10"
0510,5,10,JULY,7,"25,26"
0510,5,10,SEPTEMBER,9,"6,7"
0510,5,10,OCTOBER,10,"19,20"
0511,5,11,APRIL,4,29
0511,5,11,MAY,5,2
0511,5,11,JUNE,6,"13,14"
0511,5,11,JULY,7,"27,28"
0511,5,11,SEPTEMBER,9,"8,9"
0511,5,11,OCTOBER,10,"21,24"
0512,5,12,MAY,5,"3,4"
0512,5,12,JUNE,6,"15,16"
0512,5,12,JULY,7,29
0512,5,12,AUGUST,8,1
0512,5,12,SEPTEMBER,9,"12,13"
0512,5,12,OCTOBER,10,"25,26"
0513,5,13,MAY,5,"5,6"
0513,5,13,JUNE,6,"17,21"
0513,5,13,AUGUST,8,"2,3"
0513,5,13,SEPTEMBER,9,"14,15"
0513,5,13,OCTOBER,10,"27,28"
0514,5,14,MAY,5,"9,10"
0514,5,14,JUNE,6,"22,23"
0514,5,14,AUGUST,8,"4,5"
0514,5,14,SEPTEMBER,9,"16,19"
0514,5,14,OCTOBER,10,31
0514,5,14,NOVEMBER,11,1
0515,5,15,MAY,5,"11,12"
0515,5,15,JUNE,6,"24,27"
0515,5,15,AUGUST,8,"8,9"
0515,5,15,SEPTEMBER,9,"20,21"
0515,5,15,NOVEMBER,11,"2,3"
0601,6,1,APRIL,4,"1,4"
0601,6,1,MAY,5,"11,12"
0601,6,1,JUNE,6,"22,23"
0601,6,1,AUGUST,8,"2,3"
0601,6,1,SEPTEMBER,9,"12,13"
0601,6,1,OCTOBER,10,"21,24"
0602,6,2,APRIL,4,"5,6"
0602,6,2,MAY,5,"13,16"
0602,6,2,JUNE,6,"24,27"
0602,6,2,AUGUST,8,"4,5"
0602,6,2,SEPTEMBER,9,"14,15"
0602,6,2,OCTOBER,10,"25,26"
0603,6,3,APRIL,4,"7,8"
0603,6,3,MAY,5,"17,18"
0603,6,3,JUNE,6,"28,29"
0603,6,3,AUGUST,8,"8,9"
0603,6,3,SEPTEMBER,9,"16,19"
0603,6,3,OCTOBER,10,"27,28"
0604,6,4,APRIL,4,"11,12"
0604,6,4,MAY,5,"19,20"
0604,6,4,JUNE,6,30
0604,6,4,JULY,7,1
0604,6,4,AUGUST,8,"10,11"
0604,6,4,SEPTEMBER,9,"20,21"
0604,6,4,OCTOBER,10,31
0604,6,4,NOVEMBER,11,1
0605,6,5,APRIL,4,"13,14"
0605,6,5,MAY,5,"23,24"
0605,6,5,JULY,7,"5,6"
0605,6,5,AUGUST,8,"12,15"
0605,6,5,SEPTEMBER,9,"22,23"
0605,6,5,NOVEMBER,11,"2,3"
0606,6,6,APRIL,4,"15,18"
0606,6,6,MAY,5,"25,26"
0606,6,6,JULY,7,"7,8"
0606,6,6,AUGUST,8,"16,17"
0606,6,6,SEPTEMBER,9,"26,27"
0606,6,6,NOVEMBER,11,"4,7"
0607,6,7,APRIL,4,"19,20"
0607,6,7,MAY,5,"27,31"
0607,6,7,JULY,7,"11,12"
0607,6,7,AUGUST,8,"18,19"
0607,6,7,SEPTEMBER,9,"28,29"
0607,6,7,NOVEMBER,11,"8,9"
0608,6,8,APRIL,4,"21,22"
0608,6,8,JUNE,6,"1,2"
0608,6,8,JULY,7,"13,14"
0608,6,8,AUGUST,8,"22,23"
0608,6,8,SEPTEMBER,9,30
0608,6,8,OCTOBER,10,3
0608,6,8,NOVEMBER,11,"10,11"
0609,6,9,APRIL,4,"25,26"
0609,6,9,JUNE,6,"3,6"
0609,6,9,JULY,7,"15,18"
0609,6,9,AUGUST,8,"24,25"
0609,6,9,OCTOBER,10,"4,5"
0609,6,9,NOVEMBER,11,"14,15"
0610,6,10,APRIL,4,"27,28"
0610,6,10,JUNE,6,"7,8"
0610,6,10,JULY,7,"19,20"
0610,6,10,AUGUST,8,"26,29"
0610,6,10,OCTOBER,10,"6,7"
0610,6,10,NOVEMBER,11,"16,17"
0611,6,11,APRIL,4,29
0611,6,11,MAY,5,2
0611,6,11,JUNE,6,"9,10"
0611,6,11,JULY,7,"21,22"
0611,6,11,AUGUST,8,"30,31"
0611,6,11,OCTOBER,10,"11,12"
0612,6,12,MAY,5,"3,4"
0612,6,12,JUNE,6,"13,14"
0612,6,12,JULY,7,"25,26"
0612,6,12,SEPTEMBER,9,"1,2"
0612,6,12,OCTOBER,10,"13,14"
0613,6,13,MAY,5,"5,6"
0613,6,13,JUNE,6,"15,16"
0613,6,13,JULY,7,"27,28"
0613,6,13,SEPTEMBER,9,"6,7"
0613,6,13,OCTOBER,10,"17,18"
0614,6,14,MAY,5,"9,10"
0614,6,14,JUNE,6,"17,21"
0614,6,14,JULY,7,29
0614,6,14,AUGUST,8,1
0614,6,14,SEPTEMBER,9,"8,9"
0614,6,14,OCTOBER,10,"19,20"
0701,7,1,APRIL,4,"1,4"
0701,7,1,MAY,5,"17,18"
0701,7,1,JULY,7,"5,6"
0701,7,1,AUGUST,8,"18,19"
0701,7,1,OCTOBER,10,"4,5"
0701,7,1,NOVEMBER,11,18
0702,7,2,APRIL,4,"5,6"
0702,7,2,MAY,5,"19,20"
0702,7,2,JULY,7,"7,8"
0702,7,2,AUGUST,8,"22,23"
0702,7,2,OCTOBER,10,"6,7"
0703,7,3,APRIL,4,"7,8"
0703,7,3,MAY,5,"23,24"
0703,7,3,JULY,7,"11,12"
0703,7,3,AUGUST,8,"24,25"
0703,7,3,OCTOBER,10,"11,12"
0704,7,4,APRIL,4,"11,12"
0704,7,4,MAY,5,"25,26"
0704,7,4,JULY,7,"13,14"
0704,7,4,AUGUST,8,"26,29"
0704,7,4,OCTOBER,10,"13,14"
0705,7,5,APRIL,4,"13,14"
0705,7,5,MAY,5,"27,31"
0705,7,5,JULY,7,"15,18"
0705,7,5,AUGUST,8,"30,31"
0705,7,5,OCTOBER,10,"17,18"
0706,7,6,APRIL,4,"15,18"
0706,7,6,JUNE,6,"1,2"
0706,7,6,JULY,7,"19,20"
0706,7,6,SEPTEMBER,9,"1,2"
0706,7,6,OCTOBER,10,"19,20"
0707,7,7,APRIL,4,"19,20"
0707,7,7,JUNE,6,"3,6"
0707,7,7,JULY,7,"21,22"
0707,7,7,SEPTEMBER,9,"6,7"
0707,7,7,OCTOBER,10,"21,24"
0708,7,8,APRIL,4,"21,22"
0708,7,8,JUNE,6,"7,8"
0708,7,8,JULY,7,"25,26"
0708,7,8,SEPTEMBER,9,"8,9"
0708,7,8,OCTOBER,10,"25,26"
0709,7,9,APRIL,4,"25,26"
0709,7,9,JUNE,6,"9,10"
0709,7,9,JULY,7,"27,28"
0709,7,9,SEPTEMBER,9,"12,13"
0709,7,9,OCTOBER,10,"27,28"
0710,7,10,APRIL,4,"27,28"
0710,7,10,JUNE,6,"13,14"
0710,7,10,JULY,7,29
0710,7,10,AUGUST,8,1
0710,7,10,SEPTEMBER,9,"14,15"
0710,7,10,OCTOBER,10,31
0710,7,10,NOVEMBER,11,1
0711,7,11,APRIL,4,29
0711,7,11,MAY,5,2
0711,7,11,JUNE,6,"15,16"
0711,7,11,AUGUST,8,"2,3"
0711,7,11,SEPTEMBER,9,"16,19"
0711,7,11,OCTOBER,10,"2,3"
0712,7,12,MAY,5,"3,4"
0712,7,12,JUNE,6,"17,21"
0712,7,12,AUGUST,8,"4,5"
0712,7,12,SEPTEMBER,9,"20,21"
0712,7,12,NOVEMBER,11,"4,7"
0713,7,13,MAY,5,"5,6"
0713,7,13,JUNE,6,"22,23"
0713,7,13,AUGUST,8,"8,9"
0713,7,13,SEPTEMBER,9,"22,23"
0713,7,13,NOVEMBER,11,"8,9"
0714,7,14,MAY,5,"9,10"
0714,7,14,JUNE,6,"24,27"
0714,7,14,AUGUST,8,"10,11"
0714,7,14,SEPTEMBER,9,"26,27"
0714,7,14,NOVEMBER,11,"10,11"
0715,7,15,MAY,5,"11,12"
0715,7,15,JUNE,6,"28,29"
0715,7,15,AUGUST,8,"12,15"
0715,7,15,SEPTEMBER,9,"28,29"
0715,7,15,NOVEMBER,11,"14,15"
0716,7,16,MAY,5,"13,16"
0716,7,16,JUNE,6,30
0716,7,16,JULY,7,1
0716,7,16,AUGUST,8,"16,17"
0716,7,16,SEPTEMBER,9,30
0716,7,16,OCTOBER,10,3
0716,7,16,NOVEMBER,11,"16,17"
0801,8,1,APRIL,4,"1,4"
0801,8,1,MAY,5,"19,20"
0801,8,1,JULY,7,"11,12"
0801,8,1,AUGUST,8,"26,29"
0801,8,1,OCTOBER,10,"17,18"
0802,8,2,APRIL,4,"5,6"
0802,8,2,MAY,5,"23,24"
0802,8,2,JULY,7,"13,14"
0802,8,2,AUGUST,8,"30,31"
0802,8,2,OCTOBER,10,"19,20"
0803,8,3,APRIL,4,"7,8"
0803,8,3,MAY,5,"25,26"
0803,8,3,JULY,7,"15,18"
0803,8,3,SEPTEMBER,9,"1,2"
0803,8,3,OCTOBER,10,"21,24"
0804,8,4,APRIL,4,"11,12"
0804,8,4,MAY,5,"27,31"
0804,8,4,JULY,7,"19,20"
0804,8,4,SEPTEMBER,9,"6,7"
0804,8,4,OCTOBER,10,"25,26"
0805,8,5,APRIL,4,"13,14"
0805,8,5,JUNE,6,"1,2"
0805,8,5,JULY,7,"21,22"
0805,8,5,SEPTEMBER,9,"8,9"
0805,8,5,OCTOBER,10,"27,28"
0806,8,6,APRIL,4,"15,18"
0806,8,6,JUNE,6,"3,6"
0806,8,6,JULY,7,"25,26"
0806,8,6,SEPTEMBER,9,"12,13"
0806,8,6,OCTOBER,10,31
0806,8,6,NOVEMBER,11,1
0807,8,7,APRIL,4,"19,20"
0807,8,7,JUNE,6,"7,8"
0807,8,7,JULY,7,"27,28"
0807,8,7,SEPTEMBER,9,"14,15"
0807,8,7,NOVEMBER,11,"2,3"
0808,8,8,APRIL,4,"21,22"
0808,8,8,JUNE,6,"9,10"
0808,8,8,JULY,7,29
0808,8,8,AUGUST,8,1
0808,8,8,SEPTEMBER,9,"16,19"
0808,8,8,NOVEMBER,11,"4,7"
0809,8,9,APRIL,4,"25,26"
0809,8,9,JUNE,6,"13,14"
0809,8,9,AUGUST,8,"2,3"
0809,8,9,SEPTEMBER,9,"20,21"
0809,8,9,NOVEMBER,11,"8,9"
0810,8,10,APRIL,4,"27,28"
0810,8,10,JUNE,6,"15,16"
0810,8,10,AUGUST,8,"4,5"
0810,8,10,SEPTEMBER,9,"22,23"
0810,8,10,NOVEMBER,11,"10,11"
0811,8,11,APRIL,4,29
0811,8,11,MAY,5,2
0811,8,11,JUNE,6,"17,21"
0811,8,11,AUGUST,8,"8,9"
0811,8,11,SEPTEMBER,9,"26,27"
0811,8,11,NOVEMBER,11,"14,15"
0812,8,12,MAY,5,"3,4"
0812,8,12,JUNE,6,"22,23"
0812,8,12,AUGUST,8,"10,11"
0812,8,12,SEPTEMBER,9,"28,29"
0812,8,12,NOVEMBER,11,"16,17"
0813,8,13,MAY,5,"5,6"
0813,8,13,JUNE,6,"24,27"
0813,8,13,AUGUST,8,"12,15"
0813,8,13,SEPTEMBER,9,30
0813,8,13,OCTOBER,10,3
0813,8,13,NOVEMBER,11,18
0814,8,14,MAY,5,"9,10"
0814,8,14,JUNE,6,"28,29"
0814,8,14,AUGUST,8,"16,17"
0814,8,14,OCTOBER,10,"4,5"
0815,8,15,MAY,5,"11,12"
0815,8,15,JUNE,6,30
0815,8,15,JULY,7,1
0815,8,15,AUGUST,8,"18,19"
0815,8,15,OCTOBER,10,"6,7"
0816,8,16,MAY,5,"13,16"
0816,8,16,JULY,7,"5,6"
0816,8,16,AUGUST,8,"22,23"
0816,8,16,OCTOBER,10,"11,12"
0817,8,17,MAY,5,"17,18"
0817,8,17,JULY,7,"7,8"
0817,8,17,AUGUST,8,"24,25"
0817,8,17,OCTOBER,10,"13,14"
0901,9,1,APRIL,4,"1,4"
0901,9,1,JUNE,6,"1,2"
0901,9,1,AUGUST,8,"2,3"
0901,9,1,SEPTEMBER,9,30
