WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
0817,8,17,JULY,7,"6,7"
0817,8,17,MAY,5,"17,18"
0817,8,17,OCTOBER,10,"12,13"
0901,9,1,APRIL,4,"1,2"
0901,9,1,AUGUST,8,2
0901,9,1,JULY,7,30
0901,9,1,JUNE,6,"1,2"
0901,9,1,SEPTEMBER,9,"29,30"
0902,9,2,APRIL,4,"5,6"
0902,9,2,AUGUST,8,"3,4"
0902,9,2,JUNE,6,"3,4"
0902,9,2,OCTOBER,10,"1,4"
0903,9,3,APRIL,4,"7,8"
0903,9,3,AUGUST,8,"5,6"
0903,9,3,JUNE,6,"7,8"
0903,9,3,OCTOBER,10,"5,6"
0904,9,4,APRIL,4,"9,12"
0904,9,4,AUGUST,8,"9,10"
0904,9,4,JUNE,6,"9,10"
0904,9,4,OCTOBER,10,"7,8"
0905,9,5,APRIL,4,"13,14"
0905,9,5,AUGUST,8,"11,12"
0905,9,5,JUNE,6,"11,14"
0905,9,5,OCTOBER,10,"12,13"
0906,9,6,APRIL,4,"15,16"
0906,9,6,AUGUST,8,"13,16"
0906,9,6,JUNE,6,"15,16"
0906,9,6,OCTOBER,10,"14,15"
0907,9,7,APRIL,4,"19,20"
0907,9,7,AUGUST,8,"17,18"
0907,9,7,JUNE,6,"17,18"
0907,9,7,OCTOBER,10,"18,19"
0908,9,8,APRIL,4,"21,22"
0908,9,8,AUGUST,8,"19,20"
0908,9,8,JUNE,6,"21,22"
0908,9,8,OCTOBER,10,"20,21"
0909,9,9,APRIL,4,"23,26"
0909,9,9,AUGUST,8,"23,24"
0909,9,9,JUNE,6,"23,24"
0909,9,9,OCTOBER,10,"22,25"
0910,9,10,APRIL,4,"27,28"
0910,9,10,AUGUST,8,"25,26"
0910,9,10,JUNE,6,"25,28"
0910,9,10,OCTOBER,10,"26,27"
0911,9,11,APRIL,4,"29,30"
0911,9,11,AUGUST,8,"27,30"
0911,9,11,JUNE,6,"29,30"
0911,9,11,OCTOBER,10,"28,29"
0912,9,12,AUGUST,8,31
0912,9,12,JULY,7,"1,2"
0912,9,12,MAY,5,"3,4"
0912,9,12,NOVEMBER,11,"1,2"
0912,9,12,SEPTEMBER,9,1
0913,9,13,JULY,7,"6,7"
0913,9,13,MAY,5,"5,6"
0913,9,13,NOVEMBER,11,"3,4"
0913,9,13,SEPTEMBER,9,"2,3"
0914,9,14,JULY,7,"8,9"
0914,9,14,MAY,5,"7,10"
0914,9,14,NOVEMBER,11,"5,8"
0914,9,14,SEPTEMBER,9,"7,8"
0915,9,15,JULY,7,"12,13"
0915,9,15,MAY,5,"11,12"
0915,9,15,NOVEMBER,11,"9,10"
0915,9,15,SEPTEMBER,9,"9,10"
0916,9,16,JULY,7,"14,15"
0916,9,16,MAY,5,"13,14"
0916,9,16,NOVEMBER,11,"11,12"
0916,9,16,SEPTEMBER,9,"13,14"
0917,9,17,JULY,7,"16,19"
0917,9,17,MAY,5,"17,18"
0917,9,17,NOVEMBER,11,"15,16"
0917,9,17,SEPTEMBER,9,"15,16"
0918,9,18,JULY,7,"20,21"
0918,9,18,MAY,5,"19,20"
0918,9,18,NOVEMBER,11,"17,18"
0918,9,18,SEPTEMBER,9,"17,20"
0919,9,19,JULY,7,"22,23"
0919,9,19,MAY,5,"21,24"
0919,9,19,NOVEMBER,11,19
0919,9,19,SEPTEMBER,9,"21,22"
0920,9,20,JULY,7,"26,27"
0920,9,20,MAY,5,"25,26"
0920,9,20,SEPTEMBER,9,"23,24"
0921,9,21,JULY,7,"28,29"
0921,9,21,MAY,5,"27,28"
0921,9,21,SEPTEMBER,9,"27,28"
1001,10,1,APRIL,4,"1,2"
1001,10,1,AUGUST,8,"25,26"
1001,10,1,JULY,7,"8,9"
1001,10,1,MAY,5,"19,20"
1001,10,1,OCTOBER,10,"14,15"
1002,10,2,APRIL,4,"5,6"
1002,10,2,AUGUST,8,"27,30"
1002,10,2,JULY,7,"12,13"
1002,10,2,MAY,5,"21,24"
1002,10,2,OCTOBER,10,"18,19"
1003,10,3,APRIL,4,"7,8"
1003,10,3,AUGUST,8,31
1003,10,3,JULY,7,"14,15"
1003,10,3,MAY,5,"25,26"
1003,10,3,OCTOBER,10,"20,21"
1003,10,3,SEPTEMBER,9,1
1004,10,4,APRIL,4,"9,12"
1004,10,4,JULY,7,"16,19"
1004,10,4,MAY,5,"27,28"
1004,10,4,OCTOBER,10,"22,25"
1004,10,4,SEPTEMBER,9,"2,3"
1005,10,5,APRIL,4,"13,14"
1005,10,5,JULY,7,"20,21"
1005,10,5,JUNE,6,"1,2"
1005,10,5,OCTOBER,10,"26,27"
1005,10,5,SEPTEMBER,9,"7,8"
1006,10,6,APRIL,4,"15,16"
1006,10,6,JULY,7,"22,23"
1006,10,6,JUNE,6,"3,4"
1006,10,6,OCTOBER,10,"28,29"
1006,10,6,SEPTEMBER,9,"9,10"
1007,10,7,APRIL,4,"19,20"
1007,10,7,JULY,7,"26,27"
1007,10,7,JUNE,6,"7,8"
1007,10,7,NOVEMBER,11,"1,2"
1007,10,7,SEPTEMBER,9,"13,14"
1008,10,8,APRIL,4,"21,22"
1008,10,8,JULY,7,"28,29"
1008,10,8,JUNE,6,"9,10"
1008,10,8,NOVEMBER,11,"3,4"
1008,10,8,SEPTEMBER,9,"15,16"
1009,10,9,APRIL,4,"23,26"
1009,10,9,AUGUST,8,2
1009,10,9,JULY,7,30
1009,10,9,JUNE,6,"11,14"
1009,10,9,NOVEMBER,11,"5,8"
1009,10,9,SEPTEMBER,9,"17,20"
1010,10,10,APRIL,4,"27,28"
1010,10,10,AUGUST,8,"3,4"
1010,10,10,JUNE,6,"15,16"
1010,10,10,NOVEMBER,11,"9,10"
1010,10,10,SEPTEMBER,9,"21,22"
1011,10,11,APRIL,4,"29,30"
1011,10,11,AUGUST,8,"5,6"
1011,10,11,JUNE,6,"17,18"
1011,10,11,NOVEMBER,11,"11,12"
1011,10,11,SEPTEMBER,9,"23,24"
1012,10,12,AUGUST,8,"9,10"
1012,10,12,JUNE,6,"21,22"
1012,10,12,MAY,5,"3,4"
1012,10,12,NOVEMBER,11,"15,16"
1012,10,12,SEPTEMBER,9,"27,28"
1013,10,13,AUGUST,8,"11,12"
1013,10,13,JUNE,6,"23,24"
1013,10,13,MAY,5,"5,6"
1013,10,13,NOVEMBER,11,"17,18"
1013,10,13,SEPTEMBER,9,"29,30"
1014,10,14,AUGUST,8,"13,16"
1014,10,14,JUNE,6,"25,28"
1014,10,14,MAY,5,"7,10"
1014,10,14,NOVEMBER,11,"19,22"
1014,10,14,OCTOBER,10,"1,4"
1015,10,15,AUGUST,8,"17,18"
1015,10,15,JUNE,6,"29,30"
1015,10,15,MAY,5,"11,12"
1015,10,15,OCTOBER,10,"5,6"
1016,10,16,AUGUST,8,"19,20"
1016,10,16,JULY,7,"1,2"
1016,10,16,MAY,5,"13,14"
1016,10,16,OCTOBER,10,"7,8"
1017,10,17,AUGUST,8,"23,24"
1017,10,17,JULY,7,"6,7"
1017,10,17,MAY,5,"17,18"
1017,10,17,OCTOBER,10,"12,13"
1101,11,1,APRIL,4,"1,2"
1101,11,1,AUGUST,8,"18,19"
1101,11,1,JULY,7,"1,2"
1101,11,1,MAY,5,"17,18"
1101,11,1,OCTOBER,10,"5,6"
1102,11,2,APRIL,4,"5,6,7,8"
1102,11,2,AUGUST,8,"20,23,24,25"
1102,11,2,JULY,7,"6,7,8,9"
1102,11,2,MAY,5,"19,20,21,24"
1102,11,2,OCTOBER,10,"7,8,12,13"
1103,11,3,APRIL,4,"9,10"
1103,11,3,AUGUST,8,"26,27"
1103,11,3,JULY,7,"12,13"
1103,11,3,MAY,5,"25,26"
1103,11,3,OCTOBER,10,"14,15"
1104,11,4,APRIL,4,"13,14,15,16"
1104,11,4,AUGUST,8,"30,31"
1104,11,4,JULY,7,"14,15,16,19"
1104,11,4,JUNE,6,"1,2"
1104,11,4,MAY,5,"27,28"
1104,11,4,OCTOBER,10,"18,19,20,21"
1104,11,4,SEPTEMBER,9,"1,2"
1105,11,5,APRIL,4,"19,20,21,22"
1105,11,5,JULY,7,"20,21,22,23"
1105,11,5,JUNE,6,"3,4,7,8"
1105,11,5,OCTOBER,10,"22,25,26,27"
1105,11,5,SEPTEMBER,9,"7,8,9,10"
1106,11,6,APRIL,4,"23,26"
1106,11,6,JULY,7,"26,27"
1106,11,6,JUNE,6,"9,10"
1106,11,6,OCTOBER,10,"28,29"
1106,11,6,SEPTEMBER,9,"13,14"
1107,11,7,APRIL,4,"27,28"
1107,11,7,JULY,7,"28,29"
1107,11,7,JUNE,6,"11,14"
1107,11,7,NOVEMBER,11,"1,2"
1107,11,7,SEPTEMBER,9,"15,16"
1108,11,8,APRIL,4,"29,30"
1108,11,8,AUGUST,8,"2,3,4,5"
1108,11,8,JUNE,6,"15,16,17,18"
1108,11,8,MAY,5,"3,4"
1108,11,8,NOVEMBER,11,"3,4,5,8"
1108,11,8,SEPTEMBER,9,"17,20,21,22"
1109,11,9,AUGUST,8,"6,9"
1109,11,9,JUNE,6,"21,22"
1109,11,9,MAY,5,"5,6"
1109,11,9,NOVEMBER,11,"9,10"
1109,11,9,SEPTEMBER,9,"23,24"
1110,11,10,AUGUST,8,"10,11"
1110,11,10,JUNE,6,"23,24"
1110,11,10,MAY,5,"7,10"
1110,11,10,NOVEMBER,11,"11,12"
1110,11,10,SEPTEMBER,9,"27,28"
1111,11,11,AUGUST,8,"12,13"
1111,11,11,JUNE,6,"25,28"
1111,11,11,MAY,5,"11,12"
1111,11,11,NOVEMBER,11,"15,16"
1111,11,11,SEPTEMBER,9,"29,30"
1112,11,12,AUGUST,8,"16,17"
1112,11,12,JUNE,6,"29,30"
1112,11,12,MAY,5,"13,14"
1112,11,12,NOVEMBER,11,"17,18"
1112,11,12,OCTOBER,10,"1,4"
1201,12,1,APRIL,4,"1,2,29,30"
1201,12,1,AUGUST,8,"23,24"
1201,12,1,JULY,7,"26,27"
1201,12,1,JUNE,6,"25,28"
1201,12,1,MAY,5,"27,28"
1201,12,1,NOVEMBER,11,"17,18"
1201,12,1,OCTOBER,10,"20,21"
1201,12,1,SEPTEMBER,9,"21,22"
1202,12,2,APRIL,4,"5,6"
1202,12,2,AUGUST,8,"25,26"
1202,12,2,JULY,7,"28,29"
1202,12,2,JUNE,6,"1,2,29,30"
1202,12,2,MAY,5,"3,4"
1202,12,2,NOVEMBER,11,"19,22"
1202,12,2,OCTOBER,10,"22,25"
1202,12,2,SEPTEMBER,9,"23,24"
1203,12,3,APRIL,4,"7,8"
1203,12,3,AUGUST,8,"2,27,30"
1203,12,3,JULY,7,"1,2,30"
1203,12,3,JUNE,6,"3,4"
1203,12,3,MAY,5,"5,6"
1203,12,3,NOVEMBER,11,"23,24"
1203,12,3,OCTOBER,10,"26,27"
1203,12,3,SEPTEMBER,9,"27,28"
1204,12,4,APRIL,4,"9,12"
1204,12,4,AUGUST,8,"3,4,31"
1204,12,4,JULY,7,"6,7"
1204,12,4,JUNE,6,"7,8"
1204,12,4,MAY,5,"7,10"
1204,12,4,OCTOBER,10,"28,29"
1204,12,4,SEPTEMBER,9,"1,29,30"
1205,12,5,APRIL,4,"13,14"
1205,12,5,AUGUST,8,"5,6"
1205,12,5,JULY,7,"8,9"
1205,12,5,JUNE,6,"9,10"
1205,12,5,MAY,5,"11,12"
1205,12,5,NOVEMBER,11,"1,2"
1205,12,5,OCTOBER,10,"1,4"
1205,12,5,SEPTEMBER,9,"2,3"
1206,12,6,APRIL,4,"15,16"
1206,12,6,AUGUST,8,"9,10"
1206,12,6,JULY,7,"12,13"
1206,12,6,JUNE,6,"11,14"
1206,12,6,MAY,5,"13,14"
1206,12,6,NOVEMBER,11,"3,4"
1206,12,6,OCTOBER,10,"5,6"
1206,12,6,SEPTEMBER,9,"7,8"
1207,12,7,APRIL,4,"19,20"
1207,12,7,AUGUST,8,"11,12"
1207,12,7,JULY,7,"14,15"
1207,12,7,JUNE,6,"15,16"
1207,12,7,MAY,5,"17,18"
1207,12,7,NOVEMBER,11,"5,8"
1207,12,7,OCTOBER,10,"7,8"
1207,12,7,SEPTEMBER,9,"9,10"
1208,12,8,APRIL,4,"21,22"
1208,12,8,AUGUST,8,"13,16"
1208,12,8,JULY,7,"16,19"
1208,12,8,JUNE,6,"17,18"
1208,12,8,MAY,5,"19,20"
1208,12,8,NOVEMBER,11,"9,10"
1208,12,8,OCTOBER,10,"12,13"
1208,12,8,SEPTEMBER,9,"13,14"
1209,12,9,APRIL,4,"23,26"
1209,12,9,AUGUST,8,"17,18"
1209,12,9,JULY,7,"20,21"
1209,12,9,JUNE,6,"21,22"
1209,12,9,MAY,5,"21,24"
1209,12,9,NOVEMBER,11,"11,12"
1209,12,9,OCTOBER,10,"14,15"
1209,12,9,SEPTEMBER,9,"15,16"
1210,12,10,APRIL,4,"27,28"
1210,12,10,AUGUST,8,"19,20"
1210,12,10,JULY,7,"22,23"
1210,12,10,JUNE,6,"23,24"
1210,12,10,MAY,5,"25,26"
1210,12,10,NOVEMBER,11,"15,16"
1210,12,10,OCTOBER,10,"18,19"
1210,12,10,SEPTEMBER,9,"17,20"
1301,13,1,APRIL,4,"1,2"
1301,13,1,JUNE,6,"17,18"
1301,13,1,SEPTEMBER,9,"2,3"
1302,13,2,APRIL,4,"5,6"
1302,13,2,JUNE,6,"21,22"
1302,13,2,SEPTEMBER,9,"7,8"
1303,13,3,APRIL,4,"7,8"
1303,13,3,JUNE,6,"23,24"
1303,13,3,SEPTEMBER,9,"9,10"
1304,13,4,APRIL,4,"9,12"
1304,13,4,JUNE,6,"25,28"
1304,13,4,SEPTEMBER,9,"13,14"
1305,13,5,APRIL,4,"13,14"
1305,13,5,JUNE,6,"29,30"
1305,13,5,SEPTEMBER,9,"15,16"
1306,13,6,APRIL,4,"15,16"
1306,13,6,JULY,7,"1,2"
1306,13,6,SEPTEMBER,9,"17,20"
1307,13,7,APRIL,4,"19,20"
1307,13,7,JULY,7,"6,7"
1307,13,7,SEPTEMBER,9,"21,22"
1308,13,8,APRIL,4,"21,22"
1308,13,8,JULY,7,"8,9"
1308,13,8,SEPTEMBER,9,"23,24"
1309,13,9,APRIL,4,"23,26"
1309,13,9,JULY,7,"12,13"
1309,13,9,SEPTEMBER,9,"27,28"
1310,13,10,APRIL,4,"27,28"
1310,13,10,JULY,7,"14,15"
1310,13,10,SEPTEMBER,9,"29,30"
1311,13,11,APRIL,4,"29,30"
1311,13,11,JULY,7,"16,19"
1311,13,11,OCTOBER,10,"1,4"
1312,13,12,JULY,7,"20,21"
1312,13,12,MAY,5,"3,4"
1312,13,12,OCTOBER,10,"5,6"
1313,13,13,JULY,7,"22,23"
1313,13,13,MAY,5,"5,6"
1313,13,13,OCTOBER,10,"7,8"
1314,13,14,JULY,7,"26,27"
1314,13,14,MAY,5,"7,10"
1314,13,14,OCTOBER,10,"12,13"
1315,13,15,JULY,7,"28,29"
1315,13,15,MAY,5,"11,12"
1315,13,15,OCTOBER,10,"14,15"
1316,13,16,AUGUST,8,2
1316,13,16,JULY,7,30
1316,13,16,MAY,5,"13,14"
1316,13,16,OCTOBER,10,"18,19"
1317,13,17,AUGUST,8,"3,4"
1317,13,17,MAY,5,"17,18"
1317,13,17,OCTOBER,10,"20,21"
1318,13,18,AUGUST,8,"5,6"
1318,13,18,MAY,5,"19,20"
1318,13,18,OCTOBER,10,"22,25"
1319,13,19,AUGUST,8,"9,10"
1319,13,19,MAY,5,"21,24"
1319,13,19,OCTOBER,10,"26,27"
1320,13,20,AUGUST,8,"11,12"
1320,13,20,MAY,5,"25,26"
1320,13,20,OCTOBER,10,"28,29"
1321,13,21,AUGUST,8,"13,16"
1321,13,21,MAY,5,"27,28"
1321,13,21,NOVEMBER,11,"1,2"
1322,13,22,AUGUST,8,"17,18"
1322,13,22,JUNE,6,"1,2"
1322,13,22,NOVEMBER,11,"3,4"
1323,13,23,AUGUST,8,"19,20"
1323,13,23,JUNE,6,"3,4"
1323,13,23,NOVEMBER,11,"5,8"
1324,13,24,AUGUST,8,"23,24"
1324,13,24,JUNE,6,"7,8"
1324,13,24,NOVEMBER,11,"9,10"
1325,13,25,AUGUST,8,"25,26"
1325,13,25,JUNE,6,"9,10"
1325,13,25,NOVEMBER,11,"11,12"
1326,13,26,AUGUST,8,"27,28"
1326,13,26,JUNE,6,"11,14"
1326,13,26,NOVEMBER,11,"15,16"
1327,13,27,AUGUST,8,31
1327,13,27,JUNE,6,"15,16"
1327,13,27,NOVEMBER,11,"17,18"
1327,13,27,SEPTEMBER,9,1
1401,14,1,APRIL,4,"1,2"
1401,14,1,AUGUST,8,"25,26"
1401,14,1,JULY,7,"8,9"
1401,14,1,MAY,5,"19,20"
1401,14,1,OCTOBER,10,"14,15"
1402,14,2,APRIL,4,"5,6"
1402,14,2,AUGUST,8,"27,30"
1402,14,2,JULY,7,"12,13"
1402,14,2,MAY,5,"21,24"
1402,14,2,OCTOBER,10,"18,19"
1403,14,3,APRIL,4,"7,8"
1403,14,3,AUGUST,8,31
1403,14,3,JULY,7,"14,15"
1403,14,3,MAY,5,"25,26"
1403,14,3,OCTOBER,10,"20,21"
1403,14,3,SEPTEMBER,9,1
1404,14,4,APRIL,4,"9,12"
1404,14,4,JULY,7,"16,19"
1404,14,4,MAY,5,"27,28"
1404,14,4,OCTOBER,10,"22,25"
1404,14,4,SEPTEMBER,9,"2,3"
1405,14,5,APRIL,4,"13,14"
1405,14,5,JULY,7,"20,21"
1405,14,5,JUNE,6,"1,2"
1405,14,5,OCTOBER,10,"26,27"
1405,14,5,SEPTEMBER,9,"7,8"
1406,14,6,APRIL,4,"15,16"
1406,14,6,JULY,7,"22,23"
1406,14,6,JUNE,6,"3,4"
1406,14,6,OCTOBER,10,"28,29"
1406,14,6,SEPTEMBER,9,"9,10"
1407,14,7,APRIL,4,"19,20"
1407,14,7,JULY,7,"26,27"
1407,14,7,JUNE,6,"7,8"
1407,14,7,NOVEMBER,11,"1,2"
1407,14,7,SEPTEMBER,9,"13,14"
1408,14,8,APRIL,4,"21,22"
1408,14,8,JULY,7,"28,29"
1408,14,8,JUNE,6,"9,10"
1408,14,8,NOVEMBER,11,"3,4"
1408,14,8,SEPTEMBER,9,"15,16"
1409,14,9,APRIL,4,"23,26"
1409,14,9,AUGUST,8,2
1409,14,9,JULY,7,30
1409,14,9,JUNE,6,"11,14"
1409,14,9,NOVEMBER,11,"5,8"
1409,14,9,SEPTEMBER,9,"17,20"
1410,14,10,APRIL,4,"27,28"
1410,14,10,AUGUST,8,"3,4"
1410,14,10,JUNE,6,"15,16"
1410,14,10,NOVEMBER,11,"9,10"
1410,14,10,SEPTEMBER,9,"21,22"
1411,14,11,APRIL,4,"29,30"
1411,14,11,AUGUST,8,"5,6"
1411,14,11,JUNE,6,"17,18"
1411,14,11,NOVEMBER,11,"11,12"
1411,14,11,SEPTEMBER,9,"23,24"
1412,14,12,AUGUST,8,"9,10"
1412,14,12,JUNE,6,"21,22"
1412,14,12,MAY,5,"3,4"
1412,14,12,NOVEMBER,11,"15,16"
1412,14,12,SEPTEMBER,9,"27,28"
1413,14,13,AUGUST,8,"11,12"
1413,14,13,JUNE,6,"23,24"
1413,14,13,MAY,5,"5,6"
1413,14,13,NOVEMBER,11,"17,18"
1413,14,13,SEPTEMBER,9,"29,30"
1414,14,14,AUGUST,8,"13,16"
1414,14,14,JUNE,6,"25,28"
1414,14,14,MAY,5,"7,10"
1414,14,14,OCTOBER,10,"1,4"
1415,14,15,AUGUST,8,"17,18"
1415,14,15,JUNE,6,"29,30"
1415,14,15,MAY,5,"11,12"
1415,14,15,OCTOBER,10,"5,6"
1416,14,16,AUGUST,8,"19,20"
1416,14,16,JULY,7,"1,2"
1416,14,16,MAY,5,"13,14"
1416,14,16,OCTOBER,10,"7,8"
1417,14,17,AUGUST,8,"23,24"
1417,14,17,JULY,7,"6,7"
1417,14,17,MAY,5,"17,18"
1417,14,17,OCTOBER,10,"12,13"
1501,15,1,APRIL,4,"1,2,29,30"
1501,15,1,AUGUST,8,"23,24"
1501,15,1,JULY,7,"24,26"
1501,15,1,JUNE,6,"25,28"
1501,15,1,MAY,5,"27,28"
1501,15,1,OCTOBER,10,"20,21"
1501,15,1,SEPTEMBER,9,"21,22"
1502,15,2,APRIL,4,"5,6"
1502,15,2,AUGUST,8,"25,26"
1502,15,2,JULY,7,"28,29"
1502,15,2,JUNE,6,"1,2,29,30"
1502,15,2,MAY,5,"3,4"
1502,15,2,OCTOBER,10,"22,25"
1502,15,2,SEPTEMBER,9,"23,24"
1503,15,3,APRIL,4,"7,8"
1503,15,3,AUGUST,8,"2,27,30"
1503,15,3,JULY,7,"1,2,30"
1503,15,3,JUNE,6,"3,4"
1503,15,3,MAY,5,"5,6"
1503,15,3,OCTOBER,10,"26,27"
1503,15,3,SEPTEMBER,9,"27,28"
1504,15,4,APRIL,4,"9,12"
1504,15,4,AUGUST,8,"3,4,31"
1504,15,4,JULY,7,"6,7"
1504,15,4,JUNE,6,"7,8"
1504,15,4,MAY,5,"7,10"
1504,15,4,OCTOBER,10,"28,29"
1504,15,4,SEPTEMBER,9,"1,29,30"
1505,15,5,APRIL,4,"13,14"
1505,15,5,AUGUST,8,"5,6"
1505,15,5,JULY,7,"8,9"
1505,15,5,JUNE,6,"9,10"
1505,15,5,MAY,5,"11,12"
1505,15,5,NOVEMBER,11,"1,2"
1505,15,5,OCTOBER,10,"1,4"
1505,15,5,SEPTEMBER,9,"2,3"
1506,15,6,APRIL,4,"15,16"
1506,15,6,AUGUST,8,"9,10"
1506,15,6,JULY,7,"12,13"
1506,15,6,JUNE,6,"11,14"
1506,15,6,MAY,5,"13,14"
1506,15,6,NOVEMBER,11,"3,4"
1506,15,6,OCTOBER,10,"5,6"
1506,15,6,SEPTEMBER,9,"7,8"
1507,15,7,APRIL,4,"19,20"
1507,15,7,AUGUST,8,"11,12"
1507,15,7,JULY,7,"14,15"
1507,15,7,JUNE,6,"15,16"
1507,15,7,MAY,5,"17,18"
1507,15,7,NOVEMBER,11,"5,8"
1507,15,7,OCTOBER,10,"7,8"
1507,15,7,SEPTEMBER,9,"9,10"
1508,15,8,APRIL,4,"21,22"
1508,15,8,AUGUST,8,"13,16"
1508,15,8,JULY,7,"16,19"
1508,15,8,JUNE,6,"17,18"
1508,15,8,MAY,5,"19,20"
1508,15,8,NOVEMBER,11,"9,10"
1508,15,8,OCTOBER,10,"12,13"
1508,15,8,SEPTEMBER,9,"13,14"
1509,15,9,APRIL,4,"23,26"
1509,15,9,AUGUST,8,"17,18"
1509,15,9,JULY,7,"20,21"
1509,15,9,JUNE,6,"21,22"
1509,15,9,MAY,5,"21,24"
1509,15,9,NOVEMBER,11,"11,12"
1509,15,9,OCTOBER,10,"14,15"
1509,15,9,SEPTEMBER,9,"15,16"
1510,15,10,APRIL,4,"27,28"
1510,15,10,AUGUST,8,"19,20"
1510,15,10,JULY,7,"22,23"
1510,15,10,JUNE,6,"23,24"
1510,15,10,MAY,5,"25,26"
1510,15,10,NOVEMBER,11,"15,16"
1510,15,10,OCTOBER,10,"18,19"
1510,15,10,SEPTEMBER,9,"17,20"
1601,16,1,APRIL,4,"1,2"
1601,16,1,AUGUST,8,"27,30"
1601,16,1,JULY,7,"22,23"
1601,16,1,JUNE,6,"15,16"
1601,16,1,MAY,5,"7,10"
1601,16,1,NOVEMBER,11,"11,12"
1601,16,1,OCTOBER,10,"5,6"
1602,16,2,APRIL,4,"5,6"
1602,16,2,AUGUST,8,31
1602,16,2,JULY,7,"26,27"
1602,16,2,JUNE,6,"17,18"
1602,16,2,MAY,5,"11,12"
1602,16,2,NOVEMBER,11,"15,16"
1602,16,2,OCTOBER,10,"7,8"
1602,16,2,SEPTEMBER,9,1
1603,16,3,APRIL,4,"7,8"
1603,16,3,JULY,7,"28,29"
1603,16,3,JUNE,6,"21,22"
1603,16,3,MAY,5,"13,14"
1603,16,3,NOVEMBER,11,"17,18"
1603,16,3,OCTOBER,10,"12,13"
1603,16,3,SEPTEMBER,9,"2,3"
1604,16,4,APRIL,4,"9,12"
1604,16,4,AUGUST,8,2
1604,16,4,JULY,7,30
1604,16,4,JUNE,6,"23,24"
1604,16,4,MAY,5,"17,18"
1604,16,4,OCTOBER,10,"14,15"
1604,16,4,SEPTEMBER,9,"7,8"
1605,16,5,APRIL,4,"13,14"
1605,16,5,AUGUST,8,"3,4"
1605,16,5,JUNE,6,"25,28"
1605,16,5,MAY,5,"19,20"
1605,16,5,OCTOBER,10,"18,19"
1605,16,5,SEPTEMBER,9,"9,10"
1606,16,6,APRIL,4,"15,16"
1606,16,6,AUGUST,8,"5,6"
1606,16,6,JUNE,6,"29,30"
1606,16,6,MAY,5,"21,24"
1606,16,6,OCTOBER,10,"20,21"
1606,16,6,SEPTEMBER,9,"13,14"
1607,16,7,APRIL,4,"19,20"
1607,16,7,AUGUST,8,"9,10"
1607,16,7,JULY,7,"1,2"
1607,16,7,MAY,5,"25,26"
1607,16,7,OCTOBER,10,"22,25"
1607,16,7,SEPTEMBER,9,"15,16"
1608,16,8,APRIL,4,"21,22"
1608,16,8,AUGUST,8,"11,12"
1608,16,8,JULY,7,"6,7"
1608,16,8,MAY,5,"27,28"
1608,16,8,OCTOBER,10,"26,27"
1608,16,8,SEPTEMBER,9,"17,20"
1609,16,9,APRIL,4,"23,26"
1609,16,9,AUGUST,8,"13,16"
1609,16,9,JULY,7,"8,9"
1609,16,9,JUNE,6,"1,2"
1609,16,9,OCTOBER,10,"28,29"
1609,16,9,SEPTEMBER,9,"21,22"
1610,16,10,APRIL,4,"27,28"
1610,16,10,AUGUST,8,"17,18"
1610,16,10,JULY,7,"12,13"
1610,16,10,JUNE,6,"3,4"
1610,16,10,NOVEMBER,11,"1,2"
1610,16,10,SEPTEMBER,9,"23,24"
1611,16,11,APRIL,4,"29,30"
1611,16,11,AUGUST,8,"19,20"
1611,16,11,JULY,7,"14,15"
1611,16,11,JUNE,6,"7,8"
1611,16,11,NOVEMBER,11,"3,4"
1611,16,11,SEPTEMBER,9,"27,28"
1612,16,12,AUGUST,8,"23,24"
1612,16,12,JULY,7,"16,19"
1612,16,12,JUNE,6,"9,10"
1612,16,12,MAY,5,"3,4"
1612,16,12,NOVEMBER,11,"5,8"
1612,16,12,SEPTEMBER,9,"29,30"
1613,16,13,AUGUST,8,"25,26"
1613,16,13,JULY,7,"20,21"
1613,16,13,JUNE,6,"11,14"
1613,16,13,MAY,5,"5,6"
1613,16,13,NOVEMBER,11,"9,10"
1613,16,13,OCTOBER,10,"1,4"
1701,17,1,APRIL,4,"1,2"
1701,17,1,JULY,7,"26,27"
1701,17,1,MAY,5,"27,28"
1701,17,1,NOVEMBER,11,"17,18"
1701,17,1,SEPTEMBER,9,"21,22"
1702,17,2,APRIL,4,"5,6"
1702,17,2,JULY,7,"28,29"
1702,17,2,JUNE,6,"1,2"
1702,17,2,SEPTEMBER,9,"23,24"
1703,17,3,APRIL,4,"7,8"
1703,17,3,AUGUST,8,2
1703,17,3,JULY,7,30
1703,17,3,JUNE,6,"3,4"
1703,17,3,SEPTEMBER,9,"27,28"
1704,17,4,APRIL,4,"9,12"
1704,17,4,AUGUST,8,"3,4"
1704,17,4,JUNE,6,"7,8"
1704,17,4,SEPTEMBER,9,"29,30"
1705,17,5,APRIL,4,"13,14"
1705,17,5,AUGUST,8,"5,6"
1705,17,5,JUNE,6,"9,10"
1705,17,5,OCTOBER,10,"1,4"
1706,17,6,APRIL,4,"15,16"
1706,17,6,AUGUST,8,"9,10"
1706,17,6,JUNE,6,"11,14"
1706,17,6,OCTOBER,10,"5,6"
1707,17,7,APRIL,4,"19,20"
1707,17,7,AUGUST,8,"11,12"
