WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
0201,2,1,JULY,7,"13,14,27,28"
0201,2,1,AUGUST,8,"10,11,24,25"
0201,2,1,SEPTEMBER,9,"8,11,22,25"
0201,2,1,OCTOBER,10,"6,10,23,24"
0201,2,1,NOVEMBER,11,"6,7"
0202,2,2,APRIL,4,"5,6,19,20"
0202,2,2,MAY,5,"3,4,17,18"
0202,2,2,JUNE,6,"1,2,15,16,30"
0202,2,2,JULY,7,"3,17,18,31"
0202,2,2,AUGUST,8,"1,14,15,28,29"
0202,2,2,SEPTEMBER,9,"12,13,26,27"
0202,2,2,OCTOBER,10,"11,12,25,28"
0202,2,2,NOVEMBER,11,"8,9"
0203,2,3,APRIL,4,"7,10,21,24"
0203,2,3,MAY,5,"5,8,19,22"
0203,2,3,JUNE,6,"5,6,20,21"
0203,2,3,JULY,7,"5,6,19,20"
0203,2,3,AUGUST,8,"2,3,16,17,30,31"
0203,2,3,SEPTEMBER,9,"14,15,28,29"
0203,2,3,OCTOBER,10,"13,16,27,30"
0203,2,3,NOVEMBER,11,"10,13"
0204,2,4,APRIL,4,"4,5,11,12,18,19,25,26"
0204,2,4,MAY,5,"2,3,9,10,16,17,23,24,30,31"
0204,2,4,JUNE,6,"6,7,13,14,20,21,27,28"
0204,2,4,JULY,7,"5,11,12,18,19,25,26"
0204,2,4,AUGUST,8,"1,2,8,9,15,16,22,23,29,30"
0204,2,4,SEPTEMBER,9,"5,6,12,13,19,20,26,27"
0204,2,4,OCTOBER,10,"3,4,10,11,17,18,24,25,31"
0205,2,5,APRIL,4,"4,5,11,12,18,19,25,26"
0205,2,5,MAY,5,"2,3,9,10,16,17,23,24,30,31"
0205,2,5,JUNE,6,"6,7,13,14,20,21,27,28"
0205,2,5,JULY,7,"5,11,12,18,19,25,26"
0205,2,5,AUGUST,8,"1,2,8,9,15,16,22,23,29,30"
0205,2,5,SEPTEMBER,9,"5,6,12,13,19,20,26,27"
0205,2,5,OCTOBER,10,"3,4,10,11,17,18,24,25,31"
0206,2,6,APRIL,4,"11,12,25,26"
0206,2,6,MAY,5,"9,10,23,24"
0206,2,6,JUNE,6,"7,8,22,23"
0206,2,6,JULY,7,"7,10,21,24"
0206,2,6,AUGUST,8,"4,7,18,21"
0206,2,6,SEPTEMBER,9,"1,5,18,19"
0206,2,6,OCTOBER,10,"2,3,17,18,31"
0206,2,6,NOVEMBER,11,"1,14,15"
0207,2,7,APRIL,4,"13,14,27,28"
0207,2,7,MAY,5,"11,12,25,26"
0207,2,7,JUNE,6,"9,12,26,27"
0207,2,7,JULY,7,"11,12,25,26"
0207,2,7,AUGUST,8,"8,9,22,23"
0207,2,7,SEPTEMBER,9,"6,7,20,21"
0207,2,7,OCTOBER,10,"4,5,19,20"
0207,2,7,NOVEMBER,11,"2,3,16,17"
0301,3,1,APRIL,4,"3,4"
0301,3,1,MAY,5,"9,10"
0301,3,1,JUNE,6,"15,16"
0301,3,1,JULY,7,"25,26"
0301,3,1,AUGUST,8,"30,31"
0301,3,1,OCTOBER,10,"6,10"
0301,3,1,NOVEMBER,11,"14,16"
0302,3,2,APRIL,4,"5,6"
0302,3,2,MAY,5,"11,12"
0302,3,2,JUNE,6,"20,21"
0302,3,2,JULY,7,"27,28"
0302,3,2,SEPTEMBER,9,"1,5"
0302,3,2,OCTOBER,10,"11,12"
0302,3,2,NOVEMBER,11,"16,17"
0303,3,3,APRIL,4,"7,10"
0303,3,3,MAY,5,"15,16"
0303,3,3,JUNE,6,"22,23"
0303,3,3,JULY,7,31
0303,3,3,AUGUST,8,1
0303,3,3,SEPTEMBER,9,"6,7"
0303,3,3,OCTOBER,10,"13,16"
0304,3,4,APRIL,4,"11,12"
0304,3,4,MAY,5,"17,18"
0304,3,4,JUNE,6,"26,27"
0304,3,4,AUGUST,8,"2,3"
0304,3,4,SEPTEMBER,9,"8,11"
0304,3,4,OCTOBER,10,"17,18"
0305,3,5,APRIL,4,"13,14"
0305,3,5,MAY,5,"19,22"
0305,3,5,JUNE,6,"28,29"
0305,3,5,AUGUST,8,"4,7"
0305,3,5,SEPTEMBER,9,"12,13"
0305,3,5,OCTOBER,10,"19,20"
0306,3,6,APRIL,4,"17,18"
0306,3,6,MAY,5,"23,24"
0306,3,6,JUNE,6,30
0306,3,6,JULY,7,3
0306,3,6,AUGUST,8,"8,9"
0306,3,6,SEPTEMBER,9,"14,15"
0306,3,6,OCTOBER,10,"23,24"
0307,3,7,APRIL,4,"19,20"
0307,3,7,MAY,5,"25,26"
0307,3,7,JULY,7,"5,6"
0307,3,7,AUGUST,8,"10,11"
0307,3,7,SEPTEMBER,9,"18,19"
0307,3,7,OCTOBER,10,"25,26"
0308,3,8,APRIL,4,"21,24"
0308,3,8,MAY,5,"30,31"
0308,3,8,JULY,7,"7,10"
0308,3,8,AUGUST,8,"14,15"
0308,3,8,SEPTEMBER,9,"20,21"
0308,3,8,OCTOBER,10,"27,30"
0309,3,9,APRIL,4,"25,26"
0309,3,9,JUNE,6,"1,2"
0309,3,9,JULY,7,"11,12"
0309,3,9,AUGUST,8,"16,17"
0309,3,9,SEPTEMBER,9,"22,25"
0309,3,9,OCTOBER,10,31
0309,3,9,NOVEMBER,11,1
0310,3,10,APRIL,4,"27,28"
0310,3,10,JUNE,6,"5,6"
0310,3,10,JULY,7,"13,14"
0310,3,10,AUGUST,8,"18,21"
0310,3,10,SEPTEMBER,9,"26,27"
0310,3,10,NOVEMBER,11,"2,3"
0311,3,11,MAY,5,"1,2"
0311,3,11,JUNE,6,"7,8"
0311,3,11,JULY,7,"17,18"
0311,3,11,AUGUST,8,"22,23"
0311,3,11,SEPTEMBER,9,"28,29"
0311,3,11,NOVEMBER,11,"6,7"
0312,3,12,MAY,5,"3,4"
0312,3,12,JUNE,6,"9,12"
0312,3,12,JULY,7,"19,20"
0312,3,12,AUGUST,8,"24,25"
0312,3,12,SEPTEMBER,9,"2,3"
0312,3,12,NOVEMBER,11,"8,9"
0313,3,13,MAY,5,"5,8"
0313,3,13,JUNE,6,"13,14"
0313,3,13,JULY,7,"21,24"
0313,3,13,AUGUST,8,"28,29"
0313,3,13,SEPTEMBER,9,"4,5"
0313,3,13,NOVEMBER,11,"10,13"
0401,4,1,APRIL,4,"3,4"
0401,4,1,MAY,5,"15,16"
0401,4,1,JUNE,6,"28,29"
0401,4,1,AUGUST,8,"10,11"
0401,4,1,SEPTEMBER,9,"22,25"
0401,4,1,NOVEMBER,11,"6,7"
0402,4,2,APRIL,4,"5,6"
0402,4,2,MAY,5,"17,18"
0402,4,2,JUNE,6,30
0402,4,2,JULY,7,1
0402,4,2,AUGUST,8,"14,15"
0402,4,2,SEPTEMBER,9,"26,27"
0402,4,2,NOVEMBER,11,"8,9"
0403,4,3,APRIL,4,"7,10"
0403,4,3,MAY,5,"19,22"
0403,4,3,JULY,7,"5,6"
0403,4,3,AUGUST,8,"16,17"
0403,4,3,SEPTEMBER,9,"28,29"
0403,4,3,NOVEMBER,11,"10,13"
0404,4,4,APRIL,4,"11,12"
0404,4,4,MAY,5,"23,24"
0404,4,4,JULY,7,"7,10"
0404,4,4,AUGUST,8,"18,21"
0404,4,4,OCTOBER,10,"2,3"
0404,4,4,NOVEMBER,11,"14,15"
0405,4,5,APRIL,4,"13,15"
0405,4,5,MAY,5,"25,26"
0405,4,5,JUNE,6,"11,12"
0405,4,5,AUGUST,8,"22,23"
0405,4,5,OCTOBER,10,"4,5"
0405,4,5,NOVEMBER,11,"16,17"
0406,4,6,APRIL,4,"17,18"
0406,4,6,MAY,5,"30,31"
0406,4,6,JULY,7,"13,14"
0406,4,6,AUGUST,8,"24,25"
0406,4,6,OCTOBER,10,"6,10"
0407,4,7,APRIL,4,"19,20"
0407,4,7,JUNE,6,"1,2"
0407,4,7,JULY,7,"17,18"
0407,4,7,AUGUST,8,"28,29"
0407,4,7,OCTOBER,10,"11,12"
0408,4,8,APRIL,4,"21,24"
0408,4,8,MAY,5,"5,6"
0408,4,8,JULY,7,"19,20"
0408,4,8,AUGUST,8,"30,31"
0408,4,8,OCTOBER,10,"13,16"
0409,4,9,APRIL,4,"25,26"
0409,4,9,MAY,5,"7,8"
0409,4,9,JULY,7,"21,24"
0409,4,9,SEPTEMBER,9,"1,5"
0409,4,9,OCTOBER,10,"17,18"
0410,4,10,APRIL,4,"27,28"
0410,4,10,JUNE,6,"9,12"
0410,4,10,JULY,7,"25,26"
0410,4,10,SEPTEMBER,9,"6,7"
0410,4,10,OCTOBER,10,"19,20"
0411,4,11,MAY,5,"1,2"
0411,4,11,JUNE,6,"13,14"
0411,4,11,JULY,7,"27,28"
0411,4,11,SEPTEMBER,9,"8,11"
0411,4,11,OCTOBER,10,"23,24"
0412,4,12,MAY,5,"3,4"
0412,4,12,JUNE,6,"15,16"
0412,4,12,JULY,7,31
0412,4,12,AUGUST,8,1
0412,4,12,SEPTEMBER,9,"12,13"
0412,4,12,OCTOBER,10,"25,26"
0413,4,13,MAY,5,"5,8"
0413,4,13,JUNE,6,"20,21"
0413,4,13,AUGUST,8,"2,3"
0413,4,13,SEPTEMBER,9,"14,15"
0413,4,13,OCTOBER,10,"27,30"
0414,4,14,MAY,5,"9,10"
0414,4,14,JUNE,6,"22,23"
0414,4,14,AUGUST,8,"4,7"
0414,4,14,SEPTEMBER,9,"18,19"
0414,4,14,OCTOBER,10,31
0414,4,14,NOVEMBER,11,1
0415,4,15,MAY,5,"11,12"
0415,4,15,JUNE,6,"26,27"
0415,4,15,AUGUST,8,"8,9"
0415,4,15,SEPTEMBER,9,"20,21"
0415,4,15,NOVEMBER,11,"2,3"
0501,5,1,APRIL,4,"3,4"
0501,5,1,MAY,5,"19,22"
0501,5,1,JULY,7,"11,12"
0501,5,1,AUGUST,8,"28,29"
0501,5,1,OCTOBER,10,"17,18"
0502,5,2,APRIL,4,"5,6"
0502,5,2,MAY,5,"23,24"
0502,5,2,JULY,7,"13,14"
0502,5,2,AUGUST,8,"30,31"
0502,5,2,OCTOBER,10,"19,20"
0503,5,3,APRIL,4,"7,10"
0503,5,3,MAY,5,"25,26"
0503,5,3,JULY,7,"17,18"
0503,5,3,SEPTEMBER,9,"1,5"
0503,5,3,OCTOBER,10,"23,24"
0504,5,4,APRIL,4,"11,12"
0504,5,4,MAY,5,"30,31"
0504,5,4,JULY,7,"19,20"
0504,5,4,SEPTEMBER,9,"6,7"
0504,5,4,OCTOBER,10,"25,26"
0505,5,5,APRIL,4,"13,14"
0505,5,5,JUNE,6,"1,2"
0505,5,5,JULY,7,"21,24"
0505,5,5,SEPTEMBER,9,"8,11"
0505,5,5,OCTOBER,10,"27,30"
0506,5,6,APRIL,4,"17,18"
0506,5,6,JUNE,6,"5,6"
0506,5,6,JULY,7,"25,26"
0506,5,6,SEPTEMBER,9,"12,13"
0506,5,6,OCTOBER,10,31
0506,5,6,NOVEMBER,11,1
0507,5,7,APRIL,4,"19,20"
0507,5,7,JUNE,6,"7,8"
0507,5,7,JULY,7,"27,28"
0507,5,7,SEPTEMBER,9,"14,15"
0507,5,7,NOVEMBER,11,"2,3"
0508,5,8,APRIL,4,"21,24"
0508,5,8,JUNE,6,"9,12"
0508,5,8,JULY,7,31
0508,5,8,AUGUST,8,1
0508,5,8,SEPTEMBER,9,"18,19"
0508,5,8,NOVEMBER,11,"6,7"
0509,5,9,APRIL,4,"25,26"
0509,5,9,JUNE,6,"13,14"
0509,5,9,AUGUST,8,"2,3"
0509,5,9,SEPTEMBER,9,"20,21"
0509,5,9,NOVEMBER,11,"8,9"
0510,5,10,APRIL,4,"27,28"
0510,5,10,JUNE,6,"15,16"
0510,5,10,AUGUST,8,"4,7"
0510,5,10,SEPTEMBER,9,"22,25"
0510,5,10,NOVEMBER,11,"10,13"
0511,5,11,MAY,5,"1,2"
0511,5,11,JUNE,6,"20,21"
0511,5,11,AUGUST,8,"8,9"
0511,5,11,SEPTEMBER,9,"26,27"
0511,5,11,NOVEMBER,11,"14,15"
0512,5,12,MAY,5,"3,4"
0512,5,12,JUNE,6,"22,23"
0512,5,12,AUGUST,8,"10,11"
0512,5,12,SEPTEMBER,9,"28,29"
0512,5,12,NOVEMBER,11,"16,17"
0513,5,13,MAY,5,"5,8"
0513,5,13,JUNE,6,"26,27"
0513,5,13,AUGUST,8,"14,15"
0513,5,13,OCTOBER,10,"2,3"
0514,5,14,MAY,5,"9,10"
0514,5,14,JUNE,6,"28,29"
0514,5,14,AUGUST,8,"16,17"
0514,5,14,OCTOBER,10,"4,5"
0515,5,15,MAY,5,"11,12"
0515,5,15,JUNE,6,30
0515,5,15,JULY,7,3
0515,5,15,AUGUST,8,"18,21"
0515,5,15,OCTOBER,10,"6,10"
0516,5,16,MAY,5,"15,16"
0516,5,16,JULY,7,"5,6"
0516,5,16,AUGUST,8,"22,23"
0516,5,16,OCTOBER,10,"11,12"
0517,5,17,MAY,5,"17,18"
0517,5,17,JULY,7,"7,10"
0517,5,17,AUGUST,8,"24,25"
0517,5,17,OCTOBER,10,"13,16"
0601,6,1,APRIL,4,"3,4"
0601,6,1,MAY,5,"23,24"
0601,6,1,JULY,7,"17,18"
0601,6,1,SEPTEMBER,9,"6,7"
0601,6,1,OCTOBER,10,"27,30"
0602,6,2,APRIL,4,"5,6"
0602,6,2,MAY,5,"25,26"
0602,6,2,JULY,7,"19,20"
0602,6,2,SEPTEMBER,9,"8,11"
0602,6,2,OCTOBER,10,31
0602,6,2,NOVEMBER,11,1
0603,6,3,APRIL,4,"7,10"
0603,6,3,MAY,5,"30,31"
0603,6,3,JULY,7,"21,24"
0603,6,3,SEPTEMBER,9,"12,13"
0603,6,3,NOVEMBER,11,"2,3"
0604,6,4,APRIL,4,"11,12"
0604,6,4,JUNE,6,"1,2"
0604,6,4,JULY,7,"25,26"
0604,6,4,SEPTEMBER,9,"14,15"
0604,6,4,NOVEMBER,11,"6,7"
0605,6,5,APRIL,4,"13,14"
0605,6,5,JUNE,6,"5,6"
0605,6,5,JULY,7,"27,28"
0605,6,5,SEPTEMBER,9,"18,19"
0605,6,5,NOVEMBER,11,"8,9"
0606,6,6,APRIL,4,"17,18"
0606,6,6,JUNE,6,"7,8"
0606,6,6,JULY,7,31
0606,6,6,AUGUST,8,1
0606,6,6,SEPTEMBER,9,"20,21"
0606,6,6,NOVEMBER,11,"10,13"
0607,6,7,APRIL,4,"19,20"
0607,6,7,JUNE,6,"9,12"
0607,6,7,AUGUST,8,"2,3"
0607,6,7,SEPTEMBER,9,"22,25"
0607,6,7,NOVEMBER,11,"14,15"
0608,6,8,APRIL,4,"21,24"
0608,6,8,JUNE,6,"13,14"
0608,6,8,AUGUST,8,"4,7"
0608,6,8,SEPTEMBER,9,"26,27"
0608,6,8,NOVEMBER,11,"16,17"
0609,6,9,APRIL,4,"25,26"
0609,6,9,JUNE,6,"15,16"
0609,6,9,AUGUST,8,"8,9"
0609,6,9,SEPTEMBER,9,"28,29"
0610,6,10,APRIL,4,"27,28"
0610,6,10,JUNE,6,"20,21"
0610,6,10,AUGUST,8,"10,11"
0610,6,10,OCTOBER,10,"2,3"
0611,6,11,MAY,5,"1,2"
0611,6,11,JUNE,6,"22,23"
0611,6,11,AUGUST,8,"14,15"
0611,6,11,OCTOBER,10,"4,5"
0612,6,12,MAY,5,"3,4"
0612,6,12,JUNE,6,"26,27"
0612,6,12,AUGUST,8,"16,17"
0612,6,12,OCTOBER,10,"6,10"
0613,6,13,MAY,5,"5,8"
0613,6,13,JUNE,6,"28,29"
0613,6,13,AUGUST,8,"18,21"
0613,6,13,OCTOBER,10,"11,12"
0614,6,14,MAY,5,"9,10"
0614,6,14,JUNE,6,30
0614,6,14,JULY,7,3
0614,6,14,AUGUST,8,"22,23"
0614,6,14,OCTOBER,10,"13,16"
0615,6,15,MAY,5,"11,12"
0615,6,15,JULY,7,"5,6"
0615,6,15,AUGUST,8,"24,25"
0615,6,15,OCTOBER,10,"17,18"
0616,6,16,MAY,5,"15,16"
0616,6,16,JULY,7,"7,10"
0616,6,16,AUGUST,8,"28,29"
0616,6,16,OCTOBER,10,"19,20"
0617,6,17,MAY,5,"17,18"
0617,6,17,JULY,7,"11,12"
0617,6,17,AUGUST,8,"30,31"
0617,6,17,OCTOBER,10,"23,24"
0618,6,18,MAY,5,"19,22"
0618,6,18,JULY,7,"13,14"
0618,6,18,SEPTEMBER,9,"1,5"
0618,6,18,OCTOBER,10,"25,26"
0701,7,1,APRIL,4,"3,4"
0701,7,1,MAY,5,"19,22"
0701,7,1,JULY,7,"11,12"
0701,7,1,AUGUST,8,"28,29"
0701,7,1,OCTOBER,10,"17,18"
0702,7,2,APRIL,4,"5,6"
0702,7,2,MAY,5,"25,26"
0702,7,2,JULY,7,"17,18"
0702,7,2,AUGUST,8,"30,31"
0702,7,2,OCTOBER,10,"19,20"
0703,7,3,APRIL,4,"7,10"
0703,7,3,MAY,5,"25,26"
0703,7,3,JULY,7,"17,18"
0703,7,3,SEPTEMBER,9,"1,5"
0703,7,3,OCTOBER,10,"23,24"
0704,7,4,APRIL,4,"11,12"
0704,7,4,MAY,5,"30,31"
0704,7,4,JULY,7,"19,20"
0704,7,4,SEPTEMBER,9,"6,7"
0704,7,4,OCTOBER,10,"25,26"
0705,7,5,APRIL,4,"13,14"
0705,7,5,JUNE,6,"1,2"
0705,7,5,JULY,7,"21,24"
0705,7,5,SEPTEMBER,9,"8,11"
0705,7,5,OCTOBER,10,"27,30"
0706,7,6,APRIL,4,"17,18"
0706,7,6,JUNE,6,"5,6"
0706,7,6,JULY,7,"25,26"
0706,7,6,SEPTEMBER,9,"12,13"
0706,7,6,OCTOBER,10,31
0706,7,6,NOVEMBER,11,1
0707,7,7,APRIL,4,"19,20"
0707,7,7,JUNE,6,"7,8"
0707,7,7,JULY,7,"27,28"
0707,7,7,SEPTEMBER,9,"14,15"
0707,7,7,NOVEMBER,11,"2,3"
0708,7,8,APRIL,4,"21,24"
0708,7,8,JUNE,6,"9,12"
0708,7,8,JULY,7,31
0708,7,8,AUGUST,8,1
0708,7,8,SEPTEMBER,9,"18,19"
0708,7,8,NOVEMBER,11,"6,7"
0709,7,9,APRIL,4,"25,26"
0709,7,9,JUNE,6,"13,14"
0709,7,9,AUGUST,8,"2,3"
0709,7,9,SEPTEMBER,9,"20,21"
0709,7,9,NOVEMBER,11,"8,9"
0710,7,10,APRIL,4,"27,28"
0710,7,10,JUNE,6,"15,16"
0710,7,10,AUGUST,8,"4,7"
0710,7,10,SEPTEMBER,9,"22,25"
0710,7,10,NOVEMBER,11,"10,13"
0711,7,11,MAY,5,"1,2"
0711,7,11,JUNE,6,"20,21"
0711,7,11,AUGUST,8,"8,9"
0711,7,11,SEPTEMBER,9,"26,27"
0711,7,11,NOVEMBER,11,"14,15"
0712,7,12,MAY,5,"3,4"
0712,7,12,JUNE,6,"22,23"
0712,7,12,AUGUST,8,"10,11"
0712,7,12,SEPTEMBER,9,"28,29"
0712,7,12,NOVEMBER,11,"16,17"
0713,7,13,MAY,5,"5,8"
0713,7,13,JUNE,6,"26,27"
0713,7,13,AUGUST,8,"14,15"
0713,7,13,OCTOBER,10,"2,3"
0714,7,14,MAY,5,"9,10"
0714,7,14,JUNE,6,"28,29"
0714,7,14,AUGUST,8,"16,17"
0714,7,14,OCTOBER,10,"4,5"
0715,7,15,MAY,5,"11,12"
0715,7,15,JUNE,6,30
0715,7,15,JULY,7,3
0715,7,15,AUGUST,8,"18,21"
0715,7,15,OCTOBER,10,"6,10"
0716,7,16,MAY,5,"15,16"
0716,7,16,JULY,7,"5,6"
0716,7,16,AUGUST,8,"22,23"
0716,7,16,OCTOBER,10,"11,12"
0717,7,17,MAY,5,"17,18"
0717,7,17,JULY,7,"7,10"
0717,7,17,AUGUST,8,"24,25"
0717,7,17,OCTOBER,10,"13,14"
0801,8,1,APRIL,4,"3,4"
0801,8,1,JUNE,6,"7,8"
0801,8,1,AUGUST,8,"14,15"
0801,8,1,OCTOBER,10,"19,20"
0802,8,2,APRIL,4,"5,6"
0802,8,2,JUNE,6,"9,12"
0802,8,2,AUGUST,8,"16,17"
0802,8,2,OCTOBER,10,"23,24"
0803,8,3,APRIL,4,"7,10"
0803,8,3,JUNE,6,"13,14"
0803,8,3,AUGUST,8,"18,21"
0803,8,3,OCTOBER,10,"25,26"
0804,8,4,APRIL,4,"11,12"
0804,8,4,JUNE,6,"15,16"
0804,8,4,AUGUST,8,"22,23"
0804,8,4,OCTOBER,10,"27,30"
0805,8,5,APRIL,4,"13,14"
0805,8,5,JUNE,6,"20,21"
0805,8,5,AUGUST,8,"24,25"
0805,8,5,OCTOBER,10,31
0805,8,5,NOVEMBER,11,1
0806,8,6,APRIL,4,"17,18"
0806,8,6,JUNE,6,"22,23"
0806,8,6,AUGUST,8,"28,29"
0806,8,6,NOVEMBER,11,"2,3"
0807,8,7,APRIL,4,"19,20"
0807,8,7,JUNE,6,"26,27"
0807,8,7,AUGUST,8,"30,31"
0807,8,7,NOVEMBER,11,"6,7"
0808,8,8,APRIL,4,"21,24"
0808,8,8,JUNE,6,"28,29"
0808,8,8,SEPTEMBER,9,"1,5"
0808,8,8,NOVEMBER,11,"8,9"
0809,8,9,APRIL,4,"25,26"
0809,8,9,JUNE,6,30
0809,8,9,JULY,7,3
0809,8,9,SEPTEMBER,9,"6,7"
0809,8,9,NOVEMBER,11,"10,13"
0810,8,10,APRIL,4,"27,28"
0810,8,10,JULY,7,"5,6"
0810,8,10,SEPTEMBER,9,"8,11"
0810,8,10,NOVEMBER,11,"14,15"
0811,8,11,MAY,5,"1,2"
0811,8,11,JULY,7,"7,10"
0811,8,11,SEPTEMBER,9,"12,13"
0811,8,11,NOVEMBER,11,"16,17"
0812,8,12,MAY,5,"3,4"
0812,8,12,JULY,7,"11,12"
0812,8,12,SEPTEMBER,9,"14,15"
0813,8,13,MAY,5,"5,8"
0813,8,13,JULY,7,"13,14"
0813,8,13,SEPTEMBER,9,"18,19"
0814,8,14,MAY,5,"9,10"
0814,8,14,JULY,7,"17,18"
0814,8,14,SEPTEMBER,9,"20,21"
0815,8,15,MAY,5,"11,12"
0815,8,15,JULY,7,"19,20"
0815,8,15,SEPTEMBER,9,"22,25"
0816,8,16,MAY,5,"15,16"
0816,8,16,JULY,7,"21,24"
0816,8,16,SEPTEMBER,9,"26,27"
0817,8,17,MAY,5,"17,18"
0817,8,17,JULY,7,"25,26"
0817,8,17,SEPTEMBER,9,"28,29"
0818,8,18,MAY,5,"19,22"
0818,8,18,JULY,7,"27,28"
0818,8,18,OCTOBER,10,"2,3"
0819,8,19,MAY,5,"23,24"
0819,8,19,JULY,7,31
0819,8,19,AUGUST,8,1
0819,8,19,OCTOBER,10,"4,5"
0820,8,20,MAY,5,"25,26"
0820,8,20,AUGUST,8,"2,3"
0820,8,20,OCTOBER,10,"6,10"
0821,8,21,MAY,5,"30,31"
0821,8,21,AUGUST,8,"4,7"
0821,8,21,OCTOBER,10,"11,12"
0822,8,22,JUNE,6,"1,2"
0822,8,22,AUGUST,8,"8,9"
0822,8,22,OCTOBER,10,"13,16"
0823,8,23,JUNE,6,"5,6"
0823,8,23,AUGUST,8,"10,11"
0823,8,23,OCTOBER,10,"17,18"
0901,9,1,APRIL,4,"3,4"
0901,9,1,MAY,5,"30,31"
0901,9,1,JULY,7,"27,28"
0901,9,1,SEPTEMBER,9,"22,25"
0902,9,2,APRIL,4,"5,6"
0902,9,2,JUNE,6,"1,2"
0902,9,2,JULY,7,31
0902,9,2,AUGUST,8,1
0902,9,2,SEPTEMBER,9,"26,27"
0903,9,3,APRIL,4,"7,10"
0903,9,3,JUNE,6,"5,6"
0903,9,3,AUGUST,8,"2,3"
0903,9,3,SEPTEMBER,9,"28,29"
0904,9,4,APRIL,4,"11,12"
0904,9,4,JUNE,6,"7,8"
0904,9,4,AUGUST,8,"4,7"
0904,9,4,OCTOBER,10,"2,3"
0905,9,5,APRIL,4,"13,14"
0905,9,5,JUNE,6,"9,12"
0905,9,5,AUGUST,8,"8,9"
0905,9,5,OCTOBER,10,"4,5"
0906,9,6,APRIL,4,"17,18"
0906,9,6,JUNE,6,"13,14"
