WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
4523,45,23,NOVEMBER,11,3
4524,45,24,JUNE,6,"5,6"
4524,45,24,AUGUST,8,"20,21"
4524,45,24,NOVEMBER,11,"4,5"
4525,45,25,JUNE,6,"9,10"
4525,45,25,AUGUST,8,"22,25"
4525,45,25,NOVEMBER,11,"6,7"
4526,45,26,JUNE,6,"11,12"
4526,45,26,AUGUST,8,"26,27"
4526,45,26,NOVEMBER,11,"10,12"
4601,46,01,APRIL,4,"1,2,29,30"
4601,46,01,MAY,5,"28,29"
4601,46,01,JUNE,6,"26,27"
4601,46,01,JULY,7,"25,28"
4601,46,01,AUGUST,8,"22,25"
4601,46,01,SEPTEMBER,9,"22,23"
4601,46,01,OCTOBER,10,"21,22"
4601,46,01,NOVEMBER,11,"19,20"
4602,46,02,APRIL,4,"3,4"
4602,46,02,MAY,5,"1,2,30"
4602,46,02,JUNE,6,"2,30"
4602,46,02,JULY,7,"1,29,30"
4602,46,02,AUGUST,8,"26,27"
4602,46,02,SEPTEMBER,9,"24,25"
4602,46,02,OCTOBER,10,"23,24"
4602,46,02,NOVEMBER,11,"21,24"
4603,46,03,APRIL,4,"7,8"
4603,46,03,MAY,5,"5,6"
4603,46,03,JUNE,6,"3,4"
4603,46,03,JULY,7,"2,3,31"
4603,46,03,AUGUST,8,"1,28,29"
4603,46,03,SEPTEMBER,9,"26,29"
4603,46,03,OCTOBER,10,"27,28"
4604,46,04,APRIL,4,"9,10"
4604,46,04,MAY,5,"7,8"
4604,46,04,JUNE,6,"5,6"
4604,46,04,JULY,7,"7,8"
4604,46,04,AUGUST,8,"4,5"
4604,46,04,SEPTEMBER,9,"2,3,30"
4604,46,04,OCTOBER,10,"1,29,30"
4605,46,05,APRIL,4,"11,14"
4605,46,05,MAY,5,"9,12"
4605,46,05,JUNE,6,"9,10"
4605,46,05,JULY,7,"9,10"
4605,46,05,AUGUST,8,"6,7"
4605,46,05,SEPTEMBER,9,"4,5"
4605,46,05,OCTOBER,10,"2,3"
4605,46,05,NOVEMBER,11,3
4606,46,06,APRIL,4,"15,16"
4606,46,06,MAY,5,"13,14"
4606,46,06,JUNE,6,"11,12"
4606,46,06,JULY,7,"11,14"
4606,46,06,AUGUST,8,"8,11"
4606,46,06,SEPTEMBER,9,"8,9"
4606,46,06,OCTOBER,10,"6,7"
4606,46,06,NOVEMBER,11,"4,5"
4607,46,07,APRIL,4,"17,18"
4607,46,07,MAY,5,"15,16"
4607,46,07,JUNE,6,"13,16"
4607,46,07,JULY,7,"15,16"
4607,46,07,AUGUST,8,"12,13"
4607,46,07,SEPTEMBER,9,"10,11"
4607,46,07,OCTOBER,10,"8,9"
4607,46,07,NOVEMBER,11,"6,7"
4608,46,08,APRIL,4,"21,22"
4608,46,08,MAY,5,"19,20"
4608,46,08,JUNE,6,"17,18"
4608,46,08,JULY,7,"17,18"
4608,46,08,AUGUST,8,"14,15"
4608,46,08,SEPTEMBER,9,"12,15"
4608,46,08,OCTOBER,10,"10,14"
4608,46,08,NOVEMBER,11,"10,12"
4609,46,09,APRIL,4,"23,24"
4609,46,09,MAY,5,"21,22"
4609,46,09,JUNE,6,"20,23"
4609,46,09,JULY,7,"21,22"
4609,46,09,AUGUST,8,"18,19"
4609,46,09,SEPTEMBER,9,"16,17"
4609,46,09,OCTOBER,10,"15,16"
4609,46,09,NOVEMBER,11,"13,14"
4610,46,10,APRIL,4,"25,28"
4610,46,10,MAY,5,"23,27"
4610,46,10,JUNE,6,"24,25"
4610,46,10,JULY,7,"23,24"
4610,46,10,AUGUST,8,"20,21"
4610,46,10,SEPTEMBER,9,"18,19"
4610,46,10,OCTOBER,10,"17,20"
4610,46,10,NOVEMBER,11,"17,18"
4701,47,01,APRIL,4,"1,2"
4701,47,01,MAY,5,"28,29"
4701,47,01,JULY,7,"25,28"
4701,47,01,SEPTEMBER,9,"22,23"
4701,47,01,NOVEMBER,11,"19,20"
4702,47,02,APRIL,4,"3,4"
4702,47,02,MAY,5,30
4702,47,02,JUNE,6,2
4702,47,02,JULY,7,"29,30"
4702,47,02,SEPTEMBER,9,"24,25"
4702,47,02,NOVEMBER,11,"21,24"
4703,47,03,APRIL,4,"7,8"
4703,47,03,JUNE,6,"3,4"
4703,47,03,JULY,7,31
4703,47,03,AUGUST,8,1
4703,47,03,SEPTEMBER,9,"26,29"
4704,47,04,APRIL,4,"9,10"
4704,47,04,JUNE,6,"5,6"
4704,47,04,AUGUST,8,"4,5"
4704,47,04,SEPTEMBER,9,30
4704,47,04,OCTOBER,10,1
4705,47,05,APRIL,4,"11,14"
4705,47,05,JUNE,6,"9,10"
4705,47,05,AUGUST,8,"6,7"
4705,47,05,OCTOBER,10,"2,3"
4706,47,06,APRIL,4,"15,16"
4706,47,06,JUNE,6,"11,12"
4706,47,06,AUGUST,8,"8,11"
4706,47,06,OCTOBER,10,"6,7"
4707,47,07,APRIL,4,"17,18"
4707,47,07,JUNE,6,"13,16"
4707,47,07,AUGUST,8,"12,13"
4707,47,07,OCTOBER,10,"8,9"
4708,47,08,APRIL,4,"21,22"
4708,47,08,JUNE,6,"17,18"
4708,47,08,AUGUST,8,"14,15"
4708,47,08,OCTOBER,10,"10,14"
4709,47,09,APRIL,4,"23,24"
4709,47,09,JUNE,6,"20,23"
4709,47,09,AUGUST,8,"18,19"
4709,47,09,OCTOBER,10,"15,16"
4710,47,10,APRIL,4,"25,28"
4710,47,10,JUNE,6,"24,25"
4710,47,10,AUGUST,8,"20,21"
4710,47,10,OCTOBER,10,"17,20"
4711,47,11,APRIL,4,"29,30"
4711,47,11,JUNE,6,"26,27"
4711,47,11,AUGUST,8,"22,25"
4711,47,11,OCTOBER,10,"21,22"
4712,47,12,MAY,5,"1,2"
4712,47,12,JUNE,6,30
4712,47,12,JULY,7,1
4712,47,12,AUGUST,8,"26,27"
4712,47,12,OCTOBER,10,"23,24"
4713,47,13,MAY,5,"5,6"
4713,47,13,JULY,7,"2,3"
4713,47,13,AUGUST,8,"28,29"
4713,47,13,OCTOBER,10,"27,28"
4714,47,14,MAY,5,"7,8"
4714,47,14,JULY,7,"7,8"
4714,47,14,SEPTEMBER,9,"2,3"
4714,47,14,OCTOBER,10,"29,30"
4715,47,15,MAY,5,"9,12"
4715,47,15,JULY,7,"9,10"
4715,47,15,SEPTEMBER,9,"4,5"
4715,47,15,OCTOBER,10,31
4715,47,15,NOVEMBER,11,3
4716,47,16,MAY,5,"13,14"
4716,47,16,JULY,7,"11,14"
4716,47,16,SEPTEMBER,9,"8,9"
4716,47,16,NOVEMBER,11,"4,5"
4717,47,17,MAY,5,"15,16"
4717,47,17,JULY,7,"15,16"
4717,47,17,SEPTEMBER,9,"10,11"
4717,47,17,NOVEMBER,11,"6,7"
4718,47,18,MAY,5,"19,20"
4718,47,18,JULY,7,"17,18"
4718,47,18,SEPTEMBER,9,"12,15"
4718,47,18,NOVEMBER,11,"10,12"
4719,47,19,MAY,5,"21,22,"
4719,47,19,JULY,7,"21,22"
4719,47,19,SEPTEMBER,9,"16,17"
4719,47,19,NOVEMBER,11,"13,14"
4720,47,20,MAY,5,"23,24"
4720,47,20,JULY,7,"23,24"
4720,47,20,SEPTEMBER,9,"18,19"
4720,47,20,NOVEMBER,11,"17,18"
4801,48,01,APRIL,4,"21,22"
4801,48,01,MAY,5,"19,20"
4801,48,01,JUNE,6,"17,18"
4801,48,01,JULY,7,"17,18"
4801,48,01,AUGUST,8,"14,15"
4801,48,01,SEPTEMBER,9,"12,15"
4801,48,01,OCTOBER,10,"10,14"
4801,48,01,NOVEMBER,11,"10,12"
4802,48,02,APRIL,4,"23,24"
4802,48,02,MAY,5,"21,22"
4802,48,02,JUNE,6,"20,23"
4802,48,02,JULY,7,"21,22"
4802,48,02,AUGUST,8,"18,19"
4802,48,02,SEPTEMBER,9,"16,17"
4802,48,02,OCTOBER,10,"15,16"
4802,48,02,NOVEMBER,11,"13,14"
4803,48,03,APRIL,4,"25,28"
4803,48,03,MAY,5,"23,27"
4803,48,03,JUNE,6,"24,25"
4803,48,03,JULY,7,"23,24"
4803,48,03,AUGUST,8,"20,21"
4803,48,03,SEPTEMBER,9,"18,19"
4803,48,03,OCTOBER,10,"17,20"
4803,48,03,NOVEMBER,11,"17,18"
4804,48,04,APRIL,4,"1,2,29,30"
4804,48,04,MAY,5,"28,29"
4804,48,04,JUNE,6,"26,27"
4804,48,04,JULY,7,"25,28"
4804,48,04,AUGUST,8,"22,25"
4804,48,04,SEPTEMBER,9,"22,23"
4804,48,04,OCTOBER,10,"21,22"
4804,48,04,NOVEMBER,11,"19,20"
4805,48,05,APRIL,4,"3,4"
4805,48,05,MAY,5,"1,2,30"
4805,48,05,JUNE,6,"2,30"
4805,48,05,JULY,7,"1,29,30"
4805,48,05,AUGUST,8,"26,27"
4805,48,05,SEPTEMBER,9,"24,25"
4805,48,05,OCTOBER,10,"23,24"
4805,48,05,NOVEMBER,11,"21,24"
4806,48,06,APRIL,4,"7,8"
4806,48,06,MAY,5,"5,6"
4806,48,06,JUNE,6,"3,4"
4806,48,06,JULY,7,"2,3,31"
4806,48,06,AUGUST,8,"1,28,29"
4806,48,06,SEPTEMBER,9,"26,29"
4806,48,06,OCTOBER,10,"27,28"
4807,48,07,APRIL,4,"9,10"
4807,48,07,MAY,5,"7,8"
4807,48,07,JUNE,6,"5,6"
4807,48,07,JULY,7,"7,8"
4807,48,07,AUGUST,8,"4,5"
4807,48,07,SEPTEMBER,9,"2,3,30"
4807,48,07,OCTOBER,10,"1,29,30"
4808,48,08,APRIL,4,"11,14"
4808,48,08,MAY,5,"9,12"
4808,48,08,JUNE,6,"9,10"
4808,48,08,JULY,7,"9,10"
4808,48,08,AUGUST,8,"6,7"
4808,48,08,SEPTEMBER,9,"4,5"
4808,48,08,OCTOBER,10,"2,3,31"
4808,48,08,NOVEMBER,11,3
4809,48,09,APRIL,4,"15,16"
4809,48,09,MAY,5,"13,14"
4809,48,09,JUNE,6,"11,12"
4809,48,09,JULY,7,"11,14"
4809,48,09,AUGUST,8,"8,11"
4809,48,09,SEPTEMBER,9,"8,9"
4809,48,09,OCTOBER,10,"6,7"
4809,48,09,NOVEMBER,11,"4,5"
4810,48,10,APRIL,4,"17,18"
4810,48,10,MAY,5,"15,16"
4810,48,10,JUNE,6,"13,16"
4810,48,10,JULY,7,"15,16"
4810,48,10,AUGUST,8,"12,13"
4810,48,10,SEPTEMBER,9,"10,11"
4810,48,10,OCTOBER,10,"8,9"
4810,48,10,NOVEMBER,11,"6,7"
4811,48,11,APRIL,4,"3,4"
4811,48,11,MAY,5,"1,2,30"
4811,48,11,JUNE,6,"2,30"
4811,48,11,JULY,7,"1,29,30"
4811,48,11,AUGUST,8,"26,27"
4811,48,11,SEPTEMBER,9,"24,25"
4811,48,11,OCTOBER,10,"23,24"
4901,49,01,APRIL,4,"29,30"
4901,49,01,JUNE,6,"5,6"
4901,49,01,JULY,7,"15,16"
4901,49,01,AUGUST,8,"20,21"
4901,49,01,SEPTEMBER,9,"26,29"
4901,49,01,NOVEMBER,11,"4,5"
4902,49,02,MAY,5,"1,2"
4902,49,02,JUNE,6,"9,10"
4902,49,02,JULY,7,"17,18"
4902,49,02,AUGUST,8,"22,25"
4902,49,02,SEPTEMBER,9,30
4902,49,02,OCTOBER,10,1
4902,49,02,NOVEMBER,11,"6,7"
4903,49,03,MAY,5,"5,6"
4903,49,03,JUNE,6,"11,12"
4903,49,03,JULY,7,"21,22"
4903,49,03,AUGUST,8,"26,27"
4903,49,03,OCTOBER,10,"2,3"
4903,49,03,NOVEMBER,11,"10,12"
4904,49,04,APRIL,4,"1,2"
4904,49,04,MAY,5,"7,8"
4904,49,04,JUNE,6,"13,16"
4904,49,04,JULY,7,"23,24"
4904,49,04,AUGUST,8,"28,29"
4904,49,04,OCTOBER,10,"6,7"
4904,49,04,NOVEMBER,11,"13,14"
4905,49,05,APRIL,4,"3,4"
4905,49,05,MAY,5,"9,12"
4905,49,05,JUNE,6,"17,18"
4905,49,05,JULY,7,"25,28"
4905,49,05,SEPTEMBER,9,"2,3"
4905,49,05,OCTOBER,10,"8,9"
4905,49,05,NOVEMBER,11,"17,18"
4906,49,06,APRIL,4,"7,8"
4906,49,06,MAY,5,"13,14"
4906,49,06,JUNE,6,"20,23"
4906,49,06,JULY,7,"29,30"
4906,49,06,SEPTEMBER,9,"4,5"
4906,49,06,OCTOBER,10,"10,14"
4906,49,06,NOVEMBER,11,"19,20"
4907,49,07,APRIL,4,"9,10"
4907,49,07,MAY,5,"15,16"
4907,49,07,JUNE,6,"24,25"
4907,49,07,JULY,7,31
4907,49,07,AUGUST,8,1
4907,49,07,SEPTEMBER,9,"8,9"
4907,49,07,OCTOBER,10,"15,16"
4907,49,07,NOVEMBER,11,"21,24"
4908,49,08,APRIL,4,"11,14"
4908,49,08,MAY,5,"19,20"
4908,49,08,JUNE,6,"26,27"
4908,49,08,AUGUST,8,"4,5"
4908,49,08,SEPTEMBER,9,"10,11"
4908,49,08,OCTOBER,10,"17,20"
4909,49,09,APRIL,4,"15,16"
4909,49,09,MAY,5,"21,22"
4909,49,09,JUNE,6,30
4909,49,09,JULY,7,1
4909,49,09,AUGUST,8,"6,7"
4909,49,09,SEPTEMBER,9,"12,15"
4909,49,09,OCTOBER,10,"21,22"
4910,49,10,APRIL,4,"17,18"
4910,49,10,MAY,5,"23,27"
4910,49,10,JULY,7,"2,3"
4910,49,10,AUGUST,8,"8,11"
4910,49,10,SEPTEMBER,9,"16,17"
4910,49,10,OCTOBER,10,"23,24"
4911,49,11,APRIL,4,"21,22"
4911,49,11,MAY,5,"28,29"
4911,49,11,JULY,7,"7,8"
4911,49,11,AUGUST,8,"12,13"
4911,49,11,SEPTEMBER,9,"18,19"
4911,49,11,OCTOBER,10,"27,28"
4912,49,12,APRIL,4,"23,24"
4912,49,12,MAY,5,30
4912,49,12,JUNE,6,2
4912,49,12,JULY,7,"9,10"
4912,49,12,AUGUST,8,"14,15"
4912,49,12,SEPTEMBER,9,"22,23"
4912,49,12,OCTOBER,10,"29,30"
4913,49,13,APRIL,4,"25,28"
4913,49,13,JUNE,6,"3,4"
4913,49,13,JULY,7,"11,14"
4913,49,13,AUGUST,8,"18,19"
4913,49,13,SEPTEMBER,9,"24,25"
4913,49,13,OCTOBER,10,31
4913,49,13,NOVEMBER,11,3
5001,50,01,APRIL,4,"1,2"
5001,50,01,MAY,5,"9,12"
5001,50,01,JUNE,6,"20,23"
5001,50,01,JULY,7,31
5001,50,01,AUGUST,8,1
5001,50,01,SEPTEMBER,9,"11,12"
5001,50,01,OCTOBER,10,"22,23"
5002,50,02,APRIL,4,"3,4"
5002,50,02,MAY,5,"13,14"
5002,50,02,JUNE,6,"24,25"
5002,50,02,AUGUST,8,"4,5"
5002,50,02,SEPTEMBER,9,"15,16"
5002,50,02,OCTOBER,10,"24,27"
5003,50,03,APRIL,4,"7,8"
5003,50,03,MAY,5,"15,16"
5003,50,03,JUNE,6,"26,27"
5003,50,03,AUGUST,8,"6,7"
5003,50,03,SEPTEMBER,9,"17,18"
5003,50,03,OCTOBER,10,"28,29"
5004,50,04,APRIL,4,"11,14"
5004,50,04,MAY,5,"19,20"
5004,50,04,JUNE,6,30
5004,50,04,JULY,7,1
5004,50,04,AUGUST,8,"8,11"
5004,50,04,SEPTEMBER,9,"23,24"
5004,50,04,OCTOBER,10,"30,31"
5005,50,05,APRIL,4,"9,10"
5005,50,05,MAY,5,"21,22"
5005,50,05,JULY,7,"2,3"
5005,50,05,AUGUST,8,"12,13"
5005,50,05,SEPTEMBER,9,"19,22"
5005,50,05,NOVEMBER,11,"3,4"
5006,50,06,APRIL,4,"15,16"
5006,50,06,MAY,5,"23,27"
5006,50,06,JULY,7,"7,8"
5006,50,06,AUGUST,8,"14,15"
5006,50,06,SEPTEMBER,9,"25,26"
5006,50,06,NOVEMBER,11,"5,6"
5007,50,07,APRIL,4,"17,18"
5007,50,07,MAY,5,"28,29"
5007,50,07,JULY,7,"9,10"
5007,50,07,AUGUST,8,"18,19"
5007,50,07,SEPTEMBER,9,"29,30"
5007,50,07,NOVEMBER,11,"7,10"
5008,50,08,APRIL,4,"21,22"
5008,50,08,JUNE,6,"5,6"
5008,50,08,JULY,7,"11,14"
5008,50,08,AUGUST,8,"20,21"
5008,50,08,OCTOBER,10,"3,6"
5008,50,08,NOVEMBER,11,"12,13"
5009,50,09,APRIL,4,"23,24"
5009,50,09,MAY,5,30
5009,50,09,JUNE,6,2
5009,50,09,JULY,7,"15,16"
5009,50,09,AUGUST,8,"22,25"
5009,50,09,OCTOBER,10,"1,2"
5009,50,09,NOVEMBER,11,"14,17"
5010,50,10,APRIL,4,"25,28"
5010,50,10,JUNE,6,"3,4"
5010,50,10,JULY,7,"17,18"
5010,50,10,AUGUST,8,"26,27"
5010,50,10,OCTOBER,10,"7,8"
5010,50,10,NOVEMBER,11,"18,19"
5011,50,11,APRIL,4,"29,30"
5011,50,11,JUNE,6,"9,10"
5011,50,11,JULY,7,"21,22"
5011,50,11,AUGUST,8,"28,29"
5011,50,11,OCTOBER,10,"9,10"
5011,50,11,NOVEMBER,11,"20,21"
5012,50,12,MAY,5,"1,2"
5012,50,12,JUNE,6,"11,12"
5012,50,12,JULY,7,"23,24"
5012,50,12,SEPTEMBER,9,"3,4"
5012,50,12,OCTOBER,10,"16,17"
5012,50,12,NOVEMBER,11,24
5013,50,13,MAY,5,"5,6"
5013,50,13,JUNE,6,"13,16"
5013,50,13,JULY,7,"25,28"
5013,50,13,SEPTEMBER,9,"5,8"
5013,50,13,OCTOBER,10,"14,15"
5014,50,14,MAY,5,"7,8"
5014,50,14,JUNE,6,"17,18"
5014,50,14,JULY,7,"29,30"
5014,50,14,SEPTEMBER,9,"9,10"
5014,50,14,OCTOBER,10,"20,21"
