WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES,Test Column
0305,03,05,SEPTEMBER,9,"10,11",0305
0305,03,05,OCTOBER,10,"17,18",0305
0306,03,06,APRIL,4,"15,16",0306
0306,03,06,MAY,5,"21,22",0306
0306,03,06,JUNE,6,28,0306
0306,03,06,JULY,7,1,0306
0306,03,06,AUGUST,8,"6,7",0306
0306,03,06,SEPTEMBER,9,"12,13",0306
0306,03,06,OCTOBER,10,"21,22",0306
0307,03,07,APRIL,4,"17,18",0307
0307,03,07,MAY,5,"23,24",0307
0307,03,07,JULY,7,"2,3",0307
0307,03,07,AUGUST,8,"8,9",0307
0307,03,07,SEPTEMBER,9,"16,17",0307
0307,03,07,OCTOBER,10,"23,24",0307
0308,03,08,APRIL,4,"19,22",0308
0308,03,08,MAY,5,"28,29",0308
0308,03,08,JULY,7,"5,8",0308
0308,03,08,AUGUST,8,"12,13",0308
0308,03,08,SEPTEMBER,9,"18,19",0308
0308,03,08,OCTOBER,10,"25,28",0308
0309,03,09,APRIL,4,"23,24",0309
0309,03,09,MAY,5,"30,31",0309
0309,03,09,JULY,7,"9,10",0309
0309,03,09,AUGUST,8,"14,15",0309
0309,03,09,SEPTEMBER,9,"20,23",0309
0309,03,09,OCTOBER,10,"29,30",0309
0310,03,10,APRIL,4,"25,26",0310
0310,03,10,JUNE,6,"3,4",0310
0310,03,10,JULY,7,"10,11",0310
0310,03,10,AUGUST,8,"16,19",0310
0310,03,10,SEPTEMBER,9,"24,25",0310
0310,03,10,OCTOBER,10,31,0310
0310,03,10,NOVEMBER,11,1,0310
0311,03,11,APRIL,4,"29,30",0311
0311,03,11,JUNE,6,"5,6",0311
0311,03,11,JULY,7,"15,16",0311
0311,03,11,AUGUST,8,"20,21",0311
0311,03,11,SEPTEMBER,9,"26,27",0311
0311,03,11,NOVEMBER,11,"4,5",0311
0312,03,12,MAY,5,"1,2",0312
0312,03,12,JUNE,6,"7,10",0312
0312,03,12,JULY,7,"17,18",0312
0312,03,12,AUGUST,8,"22,23",0312
0312,03,12,SEPTEMBER,9,30,0312
0312,03,12,OCTOBER,10,1,0312
0312,03,12,NOVEMBER,11,"6,7",0312
0313,03,13,MAY,5,"3,6",0313
0313,03,13,JUNE,6,"11,12",0313
0313,03,13,JULY,7,"19,22",0313
0313,03,13,AUGUST,8,"26,27",0313
0313,03,13,OCTOBER,10,"2,3",0313
0313,03,13,NOVEMBER,11,"8,12",0313
0401,04,01,APRIL,4,"1,2",0401
0401,04,01,MAY,5,"13,14",0401
0401,04,01,JUNE,6,"26,27",0401
0401,04,01,AUGUST,8,"8,9",0401
0401,04,01,SEPTEMBER,9,"20,23",0401
0401,04,01,NOVEMBER,11,"4,5",0401
0402,04,02,APRIL,4,"3,4",0402
0402,04,02,MAY,5,"15,16",0402
0402,04,02,JUNE,6,28,0402
0402,04,02,JULY,7,1,0402
0402,04,02,AUGUST,8,"12,13",0402
0402,04,02,SEPTEMBER,9,"24,25",0402
0402,04,02,NOVEMBER,11,"6,7",0402
0403,04,03,APRIL,4,"5,8",0403
0403,04,03,MAY,5,"17,20",0403
0403,04,03,JULY,7,"2,3",0403
0403,04,03,AUGUST,8,"14,15",0403
0403,04,03,SEPTEMBER,9,"26,27",0403
0403,04,03,NOVEMBER,11,"8,12",0403
0404,04,04,APRIL,4,"9,10",0404
0404,04,04,MAY,5,"21,22",0404
0404,04,04,JULY,7,"4,8",0404
0404,04,04,AUGUST,8,"16,19",0404
0404,04,04,SEPTEMBER,9,30,0404
0404,04,04,OCTOBER,10,1,0404
0404,04,04,NOVEMBER,11,"13,14",0404
0405,04,05,APRIL,4,"11,12",0405
0405,04,05,MAY,5,"23,24",0405
0405,04,05,JULY,7,"9,10",0405
0405,04,05,AUGUST,8,"20,21",0405
0405,04,05,OCTOBER,10,"2,3",0405
0405,04,05,NOVEMBER,11,"15,18",0405
0406,04,06,APRIL,4,"15,16",0406
0406,04,06,MAY,5,"28,29",0406
0406,04,06,JULY,7,"11,12",0406
0406,04,06,AUGUST,8,"22,23",0406
0406,04,06,OCTOBER,10,"4,7",0406
0406,04,06,NOVEMBER,11,"19,20",0406
0407,04,07,APRIL,4,"17,18",0407
0407,04,07,MAY,5,"30,31",0407
0407,04,07,JULY,7,"15,16",0407
0407,04,07,AUGUST,8,"26,27",0407
0407,04,07,OCTOBER,10,"8,9",0407
0407,04,07,NOVEMBER,11,"21,22",0407
0408,04,08,APRIL,4,"19,22",0408
0408,04,08,JUNE,6,"3,4",0408
0408,04,08,JULY,7,"17,18",0408
0408,04,08,AUGUST,8,"28,29",0408
0408,04,08,OCTOBER,10,"10,11",0408
0409,04,09,APRIL,4,"23,24",0409
0409,04,09,JUNE,6,"5,6",0409
0409,04,09,JULY,7,"19,22",0409
0409,04,09,AUGUST,8,30,0409
0409,04,09,SEPTEMBER,9,3,0409
0409,04,09,OCTOBER,10,"15,16",0409
0410,04,10,APRIL,4,"25,26",0410
0410,04,10,JUNE,6,"7,10",0410
0410,04,10,JULY,7,"23,24",0410
0410,04,10,SEPTEMBER,9,"4,5",0410
0410,04,10,OCTOBER,10,"17,18",0410
0411,04,11,APRIL,4,"29,30",0411
0411,04,11,JUNE,6,"11,12",0411
0411,04,11,JULY,7,"25,26",0411
0411,04,11,SEPTEMBER,9,"6,9",0411
0411,04,11,OCTOBER,10,"21,22",0411
0412,04,12,MAY,5,"1,2",0412
0412,04,12,JUNE,6,"13,14",0412
0412,04,12,JULY,7,"29,30",0412
0412,04,12,SEPTEMBER,9,"10,11",0412
0412,04,12,OCTOBER,10,"23,24",0412
0413,04,13,MAY,5,"3,6",0413
0413,04,13,JUNE,6,"17,18",0413
0413,04,13,JULY,7,31,0413
0413,04,13,AUGUST,8,1,0413
0413,04,13,SEPTEMBER,9,"16,17",0413
0413,04,13,OCTOBER,10,"25,28",0413
0414,04,14,MAY,5,"7,8",0414
0414,04,14,JUNE,6,"20,21",0414
0414,04,14,AUGUST,8,"2,5",0414
0414,04,14,SEPTEMBER,9,"16,17",0414
0414,04,14,OCTOBER,10,"29,30",0414
0415,04,15,MAY,5,"9,10",0415
0415,04,15,JUNE,6,"24,25",0415
0415,04,15,AUGUST,8,"6,7",0415
0415,04,15,SEPTEMBER,9,"18,19",0415
0415,04,15,OCTOBER,10,31,0415
0415,04,15,NOVEMBER,11,1,0415
0501,05,01,APRIL,4,"1,2",0501
0501,05,01,MAY,5,"30,31",0501
0501,05,01,JULY,7,31,0501
0501,05,01,AUGUST,8,1,0501
0501,05,01,SEPTEMBER,9,30,0501
0501,05,01,OCTOBER,10,1,0501
0502,05,02,APRIL,4,"3,4",0502
0502,05,02,JUNE,6,"3,4",0502
0502,05,02,AUGUST,8,"2,5",0502
0502,05,02,OCTOBER,10,"2,3",0502
0503,05,03,APRIL,4,"5,8",0503
0503,05,03,JUNE,6,"5,6",0503
0503,05,03,AUGUST,8,"6,7",0503
0503,05,03,OCTOBER,10,"4,7",0503
0504,05,04,APRIL,4,"9,12",0504
0504,05,04,JUNE,6,"7,10",0504
0504,05,04,AUGUST,8,"8,9",0504
0504,05,04,OCTOBER,10,"8,9",0504
0505,05,05,APRIL,4,"15,16",0505
0505,05,05,JUNE,6,"11,14",0505
0505,05,05,AUGUST,8,"12,13",0505
0505,05,05,OCTOBER,10,"10,11",0505
0506,05,06,APRIL,4,"17,18",0506
0506,05,06,JUNE,6,"17,18",0506
0506,05,06,AUGUST,8,"16,19",0506
0506,05,06,OCTOBER,10,"15,18",0506
0507,05,07,APRIL,4,"19,22",0507
0507,05,07,JUNE,6,"20,21",0507
0507,05,07,AUGUST,8,"20,21",0507
0507,05,07,OCTOBER,10,"21,22",0507
0508,05,08,APRIL,4,"23,24",0508
0508,05,08,JUNE,6,"24,25",0508
0508,05,08,AUGUST,8,"22,23",0508
0508,05,08,OCTOBER,10,"23,24",0508
0509,05,09,APRIL,4,"25,26",0509
0509,05,09,JUNE,6,"26,27",0509
0509,05,09,AUGUST,8,"26,27",0509
0509,05,09,OCTOBER,10,"25,28",0509
0510,05,10,APRIL,4,"29,30",0510
0510,05,10,JUNE,6,28,0510
0510,05,10,JULY,7,1,0510
0510,05,10,AUGUST,8,"28,29",0510
0510,05,10,OCTOBER,10,"29,30",0510
0511,05,11,MAY,5,"1,2",0511
0511,05,11,JULY,7,"2,3",0511
0511,05,11,AUGUST,8,30,0511
0511,05,11,SEPTEMBER,9,3,0511
0511,05,11,OCTOBER,10,31,0511
0511,05,11,NOVEMBER,11,1,0511
0512,05,12,MAY,5,"3,6",0512
0512,05,12,JULY,7,"5,8",0512
0512,05,12,SEPTEMBER,9,"4,5",0512
0512,05,12,NOVEMBER,11,"4,5",0512
0513,05,13,MAY,5,"7,10",0513
0513,05,13,JULY,7,"9,10",0513
0513,05,13,SEPTEMBER,9,"6,9",0513
0513,05,13,NOVEMBER,11,"6,7",0513
0514,05,14,MAY,5,"13,14",0514
0514,05,14,JULY,7,"11,12",0514
0514,05,14,SEPTEMBER,9,"10,11",0514
0514,05,14,NOVEMBER,11,"8,12",0514
0515,05,15,MAY,5,"15,16",0515
0515,05,15,JULY,7,"15,16",0515
0515,05,15,SEPTEMBER,9,"12,13",0515
0515,05,15,NOVEMBER,11,"13,14",0515
0516,05,16,MAY,5,"17,20",0516
0516,05,16,JULY,7,"19,22",0516
0516,05,16,SEPTEMBER,9,"16,17",0516
0516,05,16,NOVEMBER,11,"15,18",0516
0517,05,17,MAY,5,"21,22",0517
0517,05,17,JULY,7,"23,24",0517
0517,05,17,SEPTEMBER,9,"20,23",0517
0517,05,17,NOVEMBER,11,"19,20",0517
0518,05,18,MAY,5,"23,24",0518
0518,05,18,JULY,7,"25,26",0518
0518,05,18,SEPTEMBER,9,"24,25",0518
0518,05,18,NOVEMBER,11,"21,22",0518
0519,05,19,MAY,5,"28,29",0519
0519,05,19,JULY,7,"29,30",0519
0519,05,19,SEPTEMBER,9,"26,27",0519
0520,05,20,APRIL,4,"10,11",0520
0520,05,20,MAY,5,"8,9",0520
0520,05,20,JUNE,6,"12,13",0520
0520,05,20,JULY,7,"17,18",0520
0520,05,20,AUGUST,8,"14,15",0520
0520,05,20,SEPTEMBER,9,"18,19",0520
0520,05,20,OCTOBER,10,"16,17",0520
0601,06,01,APRIL,4,"1,2",0601
0601,06,01,JUNE,6,"17,18",0601
0601,06,01,SEPTEMBER,9,"4,5",0601
0601,06,01,NOVEMBER,11,"21,22",0601
0602,06,02,APRIL,4,"3,4",0602
0602,06,02,JUNE,6,"20,21",0602
0602,06,02,SEPTEMBER,9,"6,9",0602
0603,06,03,APRIL,4,"5,8",0603
0603,06,03,JUNE,6,"24,25",0603
0603,06,03,SEPTEMBER,9,"10,11",0603
0604,06,04,APRIL,4,"9,10",0604
0604,06,04,JUNE,6,"26,27",0604
0604,06,04,SEPTEMBER,9,"12,13",0604
0605,06,05,APRIL,4,"11,12",0605
0605,06,05,JUNE,6,28,0605
0605,06,05,JULY,7,1,0605
0605,06,05,SEPTEMBER,9,"16,17",0605
0606,06,06,APRIL,4,"15,16",0606
0606,06,06,JULY,7,"2,3",0606
0606,06,06,SEPTEMBER,9,"18,19",0606
0607,06,07,APRIL,4,"17,18",0607
0607,06,07,JULY,7,"5,8",0607
0607,06,07,SEPTEMBER,9,"20,23",0607
0608,06,08,APRIL,4,"19,22",0608
0608,06,08,JULY,7,"9,10",0608
0608,06,08,SEPTEMBER,9,"24,25",0608
0609,06,09,APRIL,4,"23,24",0609
0609,06,09,JULY,7,"11,12",0609
0609,06,09,SEPTEMBER,9,"26,27",0609
0610,06,10,APRIL,4,"25,26",0610
0610,06,10,JULY,7,"15,16",0610
0610,06,10,SEPTEMBER,9,30,0610
0610,06,10,OCTOBER,10,1,0610
0611,06,11,APRIL,4,"29,30",0611
0611,06,11,JULY,7,"17,18",0611
0611,06,11,OCTOBER,10,"2,3",0611
0612,06,12,MAY,5,"1,2",0612
0612,06,12,JULY,7,"19,22",0612
0612,06,12,OCTOBER,10,"4,7",0612
0613,06,13,MAY,5,"3,6",0613
0613,06,13,JULY,7,"23,24",0613
0613,06,13,OCTOBER,10,"8,9",0613
0614,06,14,MAY,5,"7,8",0614
0614,06,14,JULY,7,"25,26",0614
0614,06,14,OCTOBER,10,"10,11",0614
0615,06,15,MAY,5,"9,10",0615
0615,06,15,JULY,7,"29,30",0615
0615,06,15,OCTOBER,10,"15,16",0615
0616,06,16,MAY,5,"13,14",0616
0616,06,16,JULY,7,31,0616
0616,06,16,AUGUST,8,1,0616
0616,06,16,OCTOBER,10,"17,18",0616
0617,06,17,MAY,5,"15,16",0617
0617,06,17,AUGUST,8,"2,5",0617
0617,06,17,OCTOBER,10,"21,22",0617
0618,06,18,MAY,5,"17,20",0618
0618,06,18,AUGUST,8,"6,7",0618
0618,06,18,OCTOBER,10,"23,24",0618
0619,06,19,MAY,5,"21,22",0619
0619,06,19,AUGUST,8,"8,9",0619
0619,06,19,OCTOBER,10,"25,28",0619
0620,06,20,MAY,5,"23,24",0620
0620,06,20,AUGUST,8,"12,13",0620
0620,06,20,OCTOBER,10,"29,30",0620
0621,06,21,MAY,5,"28,29",0621
0621,06,21,AUGUST,8,"14,15",0621
0621,06,21,OCTOBER,10,31,0621
0621,06,21,NOVEMBER,11,1,0621
0622,06,22,MAY,5,"30,31",0622
0622,06,22,AUGUST,8,"16,19",0622
0622,06,22,NOVEMBER,11,"4,5",0622
0623,06,23,JUNE,6,"3,4",0623
0623,06,23,AUGUST,8,"20,21",0623
0623,06,23,NOVEMBER,11,"6,7",0623
0624,06,24,JUNE,6,"5,6",0624
0624,06,24,AUGUST,8,"22,23",0624
0624,06,24,NOVEMBER,11,"8,12",0624
0625,06,25,JUNE,6,"7,10",0625
0625,06,25,AUGUST,8,"26,27",0625
0625,06,25,NOVEMBER,11,"13,14",0625
0626,06,26,JUNE,6,"11,12",0626
0626,06,26,AUGUST,8,"28,29",0626
0626,06,26,NOVEMBER,11,"15,18",0626
0627,06,27,JUNE,6,"13,14",0627
0627,06,27,AUGUST,8,30,0627
0627,06,27,SEPTEMBER,9,3,0627
0627,06,27,NOVEMBER,11,"19,20",0627
0701,07,01,APRIL,4,"1,2",0701
0701,07,01,JUNE,6,"3,4",0701
0701,07,01,AUGUST,8,"6,7",0701
0701,07,01,OCTOBER,10,"8,9",0701
0702,07,02,APRIL,4,"3,4",0702
0702,07,02,JUNE,6,"5,6",0702
0702,07,02,AUGUST,8,"8,9",0702
0702,07,02,OCTOBER,10,"10,11",0702
0703,07,03,APRIL,4,"5,8",0703
0703,07,03,JUNE,6,"7,10",0703
0703,07,03,AUGUST,8,"12,13",0703
0703,07,03,OCTOBER,10,"15,16",0703
0704,07,04,APRIL,4,"9,10",0704
0704,07,04,JUNE,6,"11,12",0704
0704,07,04,AUGUST,8,"14,15",0704
0704,07,04,OCTOBER,10,"17,18",0704
0705,07,05,APRIL,4,"11,12",0705
0705,07,05,JUNE,6,"13,14",0705
0705,07,05,AUGUST,8,"16,19",0705
0705,07,05,OCTOBER,10,"21,22",0705
0706,07,06,APRIL,4,"15,16",0706
0706,07,06,JUNE,6,"17,18",0706
0706,07,06,AUGUST,8,"20,21",0706
0706,07,06,OCTOBER,10,"23,24",0706
0707,07,07,APRIL,4,"17,18",0707
0707,07,07,JUNE,6,"20,21",0707
0707,07,07,AUGUST,8,"22,23",0707
0707,07,07,OCTOBER,10,"25,28",0707
0708,07,08,APRIL,4,"19,22",0708
0708,07,08,JUNE,6,"24,25",0708
0708,07,08,AUGUST,8,"25,26",0708
0708,07,08,OCTOBER,10,"29,30",0708
0709,07,09,APRIL,4,"23,24",0709
0709,07,09,JUNE,6,"26,27",0709
0709,07,09,AUGUST,8,"28,29",0709
0709,07,09,OCTOBER,10,31,0709
0709,07,09,NOVEMBER,11,1,0709
0710,07,10,APRIL,4,"25,26",0710
0710,07,10,JUNE,6,28,0710
0710,07,10,JULY,7,1,0710
0710,07,10,AUGUST,8,30,0710
0710,07,10,SEPTEMBER,9,3,0710
0710,07,10,NOVEMBER,11,"4,5",0710
0711,07,11,APRIL,4,"29,30",0711
0711,07,11,JULY,7,"2,3",0711
0711,07,11,SEPTEMBER,9,"4,5",0711
0711,07,11,NOVEMBER,11,"6,7",0711
0712,07,12,MAY,5,"1,2",0712
0712,07,12,JULY,7,"5,8",0712
0712,07,12,SEPTEMBER,9,"6,9",0712
0712,07,12,NOVEMBER,11,"8,12",0712
0713,07,13,MAY,5,"3,6",0713
0713,07,13,JULY,7,"9,10",0713
0713,07,13,SEPTEMBER,9,"10,11",0713
0713,07,13,NOVEMBER,11,"13,14",0713
0714,07,14,MAY,5,"7,8",0714
0714,07,14,JULY,7,"11,12",0714
0714,07,14,SEPTEMBER,9,"12,13",0714
0714,07,14,NOVEMBER,11,"15,18",0714
0715,07,15,MAY,5,"9,10",0715
0715,07,15,JULY,7,"15,16",0715
0715,07,15,SEPTEMBER,9,"16,17",0715
0715,07,15,NOVEMBER,11,"19,20",0715
0716,07,16,MAY,5,"13,14",0716
0716,07,16,JULY,7,"17,18",0716
0716,07,16,SEPTEMBER,9,"18,19",0716
0716,07,16,NOVEMBER,11,"21,22",0716
0717,07,17,MAY,5,"15,16",0717
0717,07,17,JULY,7,"19,22",0717
0717,07,17,SEPTEMBER,9,"20,23",0717
0718,07,18,MAY,5,"17,20",0718
0718,07,18,JULY,7,"23,24",0718
0718,07,18,SEPTEMBER,9,"24,25",0718
0719,07,19,MAY,5,"21,22",0719
0719,07,19,JULY,7,"25,26",0719
0719,07,19,SEPTEMBER,9,"26,27",0719
0720,07,20,MAY,5,"23,24",0720
0720,07,20,JULY,7,"29,30",0720
0720,07,20,SEPTEMBER,9,30,0720
0720,07,20,OCTOBER,10,1,0720
0721,07,21,MAY,5,"28,29",0721
0721,07,21,JULY,7,31,0721
0721,07,21,AUGUST,8,1,0721
0721,07,21,OCTOBER,10,"2,3",0721
0722,07,22,MAY,5,"30,31",0722
0722,07,22,AUGUST,8,"2,5",0722
0722,07,22,OCTOBER,10,"4,7",0722
0801,08,01,APRIL,4,"1,2",0801
0801,08,01,JUNE,6,"5,6",0801
0801,08,01,AUGUST,8,"12,13",0801
0801,08,01,OCTOBER,10,"17,18",0801
0802,08,02,APRIL,4,"3,4",0802
0802,08,02,JUNE,6,"7,10",0802
0802,08,02,AUGUST,8,"14,15",0802
0802,08,02,OCTOBER,10,"21,22",0802
0803,08,03,APRIL,4,"5,8",0803
0803,08,03,JUNE,6,"11,12",0803
0803,08,03,AUGUST,8,"16,19",0803
0803,08,03,OCTOBER,10,"23,24",0803
0804,08,04,APRIL,4,"9,10",0804
0804,08,04,JUNE,6,"13,14",0804
0804,08,04,AUGUST,8,"20,21",0804
0804,08,04,OCTOBER,10,"25,28",0804
0805,08,05,APRIL,4,"11,12",0805
0805,08,05,JUNE,6,"17,18",0805
0805,08,05,AUGUST,8,"22,23",0805
0805,08,05,OCTOBER,10,"29,30",0805
0806,08,06,APRIL,4,"15,16",0806
0806,08,06,JUNE,6,"20,21",0806
0806,08,06,AUGUST,8,"26,27",0806
0806,08,06,OCTOBER,10,31,0806
0806,08,06,NOVEMBER,11,1,0806
0807,08,07,APRIL,4,"17,18",0807
0807,08,07,JUNE,6,"24,25",0807
0807,08,07,AUGUST,8,"28,29",0807
0807,08,07,NOVEMBER,11,"4,5",0807
0808,08,08,APRIL,4,"19,22",0808
0808,08,08,JUNE,6,"26,27",0808
0808,08,08,AUGUST,8,30,0808
0808,08,08,SEPTEMBER,9,3,0808
0808,08,08,NOVEMBER,11,"6,7",0808
0809,08,09,APRIL,4,"23,24",0809
0809,08,09,JUNE,6,28,0809
0809,08,09,JULY,7,1,0809
0809,08,09,SEPTEMBER,9,"4,5",0809
0809,08,09,NOVEMBER,11,"8,12",0809
0810,08,10,APRIL,4,"25,26",0810
0810,08,10,JULY,7,"2,3",0810
0810,08,10,SEPTEMBER,9,"6,9",0810
0810,08,10,NOVEMBER,11,"13,14",0810
0811,08,11,APRIL,4,"29,30",0811
0811,08,11,JULY,7,"5,8",0811
0811,08,11,SEPTEMBER,9,"10,11",0811
0811,08,11,NOVEMBER,11,"15,18",0811
0812,08,12,MAY,5,"1,2",0812
0812,08,12,JULY,7,"9,10",0812
0812,08,12,SEPTEMBER,9,"12,13",0812
0812,08,12,NOVEMBER,11,"19,20",0812
0813,08,13,MAY,5,"3,6",0813
0813,08,13,JULY,7,"11,12",0813
0813,08,13,SEPTEMBER,9,"16,17",0813
0813,08,13,NOVEMBER,11,"21,22",0813
0814,08,14,MAY,5,"7,8",0814
0814,08,14,JULY,7,"15,16",0814
0814,08,14,SEPTEMBER,9,"18,19",0814
0815,08,15,MAY,5,"9,10",0815
0815,08,15,JULY,7,"17,18",0815
0815,08,15,SEPTEMBER,9,"20,23",0815
0816,08,16,MAY,5,"13,14",0816
0816,08,16,JULY,7,"19,22",0816
0816,08,16,SEPTEMBER,9,"24,25",0816
0817,08,17,MAY,5,"15,16",0817
0817,08,17,JULY,7,"23,24",0817
0817,08,17,SEPTEMBER,9,"26,27",0817
0818,08,18,MAY,5,"17,20",0818
0818,08,18,JULY,7,"25,26",0818
0818,08,18,SEPTEMBER,9,30,0818
0818,08,18,OCTOBER,10,1,0818
0819,08,19,MAY,5,"21,22",0819
0819,08,19,JULY,7,"29,30",0819
0819,08,19,OCTOBER,10,"2,3",0819
0820,08,20,MAY,5,"23,24",0820
0820,08,20,JULY,7,31,0820
0820,08,20,AUGUST,8,1,0820
0820,08,20,OCTOBER,10,"4,7",0820
0821,08,21,MAY,5,"28,29",0821
0821,08,21,AUGUST,8,"2,5",0821
0821,08,21,OCTOBER,10,"8,9",0821
0822,08,22,MAY,5,"30,31",0822
0822,08,22,AUGUST,8,"6,7",0822
0822,08,22,OCTOBER,10,"10,11",0822
0823,08,23,JUNE,6,"3,4",0823
0823,08,23,AUGUST,8,"8,9",0823
0823,08,23,OCTOBER,10,"15,16",0823
0901,09,01,APRIL,4,"1,2",0901
0901,09,01,JUNE,6,"17,18",0901
0901,09,01,SEPTEMBER,9,"4,5",0901
0901,09,01,NOVEMBER,11,"21,22",0901
0902,09,02,APRIL,4,"3,4",0902
0902,09,02,JUNE,6,"20,21",0902
0902,09,02,SEPTEMBER,9,"6,9",0902
0903,09,03,APRIL,4,"5,8",0903
0903,09,03,JUNE,6,"24,25",0903
0903,09,03,SEPTEMBER,9,"10,11",0903
0904,09,04,APRIL,4,"9,10",0904
0904,09,04,JUNE,6,"26,27",0904
0904,09,04,SEPTEMBER,9,"12,13",0904
0905,09,05,APRIL,4,"11,12",0905
0905,09,05,JUNE,6,28,0905
0905,09,05,JULY,7,1,0905
0905,09,05,SEPTEMBER,9,"16,17",0905
0906,09,06,APRIL,4,"15,16",0906
0906,09,06,JULY,7,"2,3",0906
0906,09,06,SEPTEMBER,9,"18,19",0906
0907,09,07,APRIL,4,"17,18",0907
0907,09,07,JULY,7,"5,8",0907
0907,09,07,SEPTEMBER,9,"20,23",0907
0908,09,08,APRIL,4,"19,22",0908
0908,09,08,JULY,7,"9,10",0908
0908,09,08,SEPTEMBER,9,"24,25",0908
0909,09,09,APRIL,4,"23,24",0909
0909,09,09,JULY,7,"11,12",0909
0909,09,09,SEPTEMBER,9,"26,27",0909
0910,09,10,APRIL,4,"25,26",0910
0910,09,10,JULY,7,"15,16",0910
0910,09,10,SEPTEMBER,9,30,0910
0910,09,10,OCTOBER,10,1,0910
0911,09,11,APRIL,4,"29,30",0911
0911,09,11,JULY,7,"17,18",0911
0911,09,11,OCTOBER,10,"2,3",0911
0912,09,12,MAY,5,"1,2",0912
0912,09,12,JULY,7,"19,22",0912
0912,09,12,OCTOBER,10,"4,7",0912
0913,09,13,MAY,5,"3,6",0913
0913,09,13,JULY,7,"23,24",0913
0913,09,13,OCTOBER,10,"8,9",0913
0914,09,14,MAY,5,"7,8",0914
0914,09,14,JULY,7,"25,26",0914
0914,09,14,OCTOBER,10,"10,11",0914
0915,09,15,MAY,5,"9,10",0915
0915,09,15,JULY,7,"29,30",0915
0915,09,15,OCTOBER,10,"15,16",0915
0916,09,16,MAY,5,"13,14",0916
0916,09,16,JULY,7,31,0916
0916,09,16,AUGUST,8,1,0916
0916,09,16,OCTOBER,10,"17,18",0916
0917,09,17,MAY,5,"15,16",0917
0917,09,17,AUGUST,8,"2,5",0917
0917,09,17,OCTOBER,10,"21,22",0917
0918,09,18,MAY,5,"17,20",0918
0918,09,18,AUGUST,8,"6,7",0918
0918,09,18,OCTOBER,10,"23,24",0918
0919,09,19,MAY,5,"21,22",0919
0919,09,19,AUGUST,8,"8,9",0919
0919,09,19,OCTOBER,10,"25,28",0919
0920,09,20,MAY,5,"23,24",0920
0920,09,20,AUGUST,8,"12,13",0920
0920,09,20,OCTOBER,10,"29,30",0920
0921,09,21,MAY,5,"28,29",0921
0921,09,21,AUGUST,8,"14,15",0921
0921,09,21,OCTOBER,10,31,0921
0921,09,21,NOVEMBER,11,1,0921
0922,09,22,MAY,5,"30,31",0922
0922,09,22,AUGUST,8,"16,19",0922
0922,09,22,NOVEMBER,11,"4,5",0922
0923,09,23,JUNE,6,"3,4",0923
0923,09,23,AUGUST,8,"20,21",0923
0923,09,23,NOVEMBER,11,"6,7",0923
0924,09,24,JUNE,6,"5,6",0924
0924,09,24,AUGUST,8,"22,23",0924
0924,09,24,NOVEMBER,11,"8,12",0924
0925,09,25,JUNE,6,"7,10",0925
0925,09,25,AUGUST,8,"26,27",0925
0925,09,25,NOVEMBER,11,"13,14",0925
0926,09,26,JUNE,6,"11,12",0926
0926,09,26,AUGUST,8,"28,29",0926
0926,09,26,NOVEMBER,11,"15,18",0926
0927,09,27,JUNE,6,"13,14",0927
0927,09,27,AUGUST,8,30,0927
0927,09,27,SEPTEMBER,9,3,0927
0927,09,27,NOVEMBER,11,"19,20",0927
1001,10,01,APRIL,4,"1,2",1001
1001,10,01,MAY,5,"21,22",1001
1001,10,01,JULY,7,"15,16",1001
1001,10,01,SEPTEMBER,9,"4,5",1001
1001,10,01,OCTOBER,10,"25,28",1001
1002,10,02,APRIL,4,"3,4",1002
1002,10,02,MAY,5,"23,24",1002
1002,10,02,JULY,7,"17,18",1002
1002,10,02,SEPTEMBER,9,"6,9",1002
1002,10,02,OCTOBER,10,"29,30",1002
1003,10,03,APRIL,4,"5,8",1003
1003,10,03,MAY,5,"28,29",1003
1003,10,03,JULY,7,"19,22",1003
1003,10,03,SEPTEMBER,9,"10,11",1003
1003,10,03,OCTOBER,10,31,1003
1003,10,03,NOVEMBER,11,1,1003
1004,10,04,APRIL,4,"9,10",1004
1004,10,04,MAY,5,"30,31",1004
1004,10,04,JULY,7,"23,24",1004
1004,10,04,SEPTEMBER,9,"12,13",1004
1004,10,04,NOVEMBER,11,"4,5",1004
1005,10,05,APRIL,4,"11,12",1005
1005,10,05,JUNE,6,"3,4",1005
1005,10,05,JULY,7,"25,26",1005
1005,10,05,SEPTEMBER,9,"16,17",1005
1005,10,05,NOVEMBER,11,"6,7",1005
1006,10,06,APRIL,4,"15,16",1006
1006,10,06,JUNE,6,"5,6",1006
1006,10,06,JULY,7,"29,30",1006
1006,10,06,SEPTEMBER,9,"18,19",1006
1006,10,06,NOVEMBER,11,"8,12",1006
1007,10,07,APRIL,4,"17,18",1007
1007,10,07,JUNE,6,"7,10",1007
1007,10,07,JULY,7,31,1007
1007,10,07,AUGUST,8,1,1007
1007,10,07,SEPTEMBER,9,"20,23",1007
1007,10,07,NOVEMBER,11,"13,14",1007
1008,10,08,APRIL,4,"19,22",1008
1008,10,08,JUNE,6,"11,12",1008
1008,10,08,AUGUST,8,"2,5",1008
1008,10,08,SEPTEMBER,9,"24,25",1008
