"WARD SECTION (CONCATENATED)","WARD","SECTION","MONTH NAME","MONTH NUMBER","DATES"
"0305","03","05","MAY","5","28,29"
"0305","03","05","JULY","7","15,16"
"0305","03","05","AUGUST","8","28,31"
"0305","03","05","OCTOBER","10","15,16"
"0306","03","06","APRIL","4","15,16"
"0306","03","06","JUNE","6","1,2"
"0306","03","06","JULY","7","17,20"
"0306","03","06","SEPTEMBER","9","1,2"
"0306","03","06","OCTOBER","10","19,20"
"0307","03","07","APRIL","4","17,20"
"0307","03","07","JUNE","6","3,4"
"0307","03","07","JULY","7","21,22"
"0307","03","07","SEPTEMBER","9","3,4"
"0307","03","07","OCTOBER","10","21,22"
"0308","03","08","APRIL","4","21,22"
"0308","03","08","JUNE","6","5,8"
"0308","03","08","JULY","7","23,24"
"0308","03","08","SEPTEMBER","9","8,9"
"0308","03","08","OCTOBER","10","23,26"
"0309","03","09","APRIL","4","23,24"
"0309","03","09","JUNE","6","9,10"
"0309","03","09","JULY","7","27,28"
"0309","03","09","SEPTEMBER","9","10,11"
"0309","03","09","OCTOBER","10","27,28"
"0310","03","10","APRIL","4","27,28"
"0310","03","10","JUNE","6","11,12"
"0310","03","10","JULY","7","29,30"
"0310","03","10","SEPTEMBER","9","14,15"
"0310","03","10","OCTOBER","10","29,30"
"0311","03","11","APRIL","4","29,30"
"0311","03","11","JUNE","6","15,16"
"0311","03","11","JULY","7","31"
"0311","03","11","AUGUST","8","3"
"0311","03","11","SEPTEMBER","9","16,17"
"0311","03","11","NOVEMBER","11","2,3"
"0312","03","12","MAY","5","1,4"
"0312","03","12","JUNE","6","17,18"
"0312","03","12","AUGUST","8","4,5"
"0312","03","12","SEPTEMBER","9","18,19"
"0312","03","12","NOVEMBER","11","4,5"
"0313","03","13","MAY","5","5,6"
"0313","03","13","JUNE","6","22,23"
"0313","03","13","AUGUST","8","6,7"
"0313","03","13","SEPTEMBER","9","22,23"
"0313","03","13","NOVEMBER","11","6,9"
"0314","03","14","MAY","5","7,8"
"0314","03","14","JUNE","6","24,25"
"0314","03","14","AUGUST","8","10,11"
"0314","03","14","SEPTEMBER","9","24,25"
"0314","03","14","NOVEMBER","11","10,12"
"0315","03","15","MAY","5","11,12"
"0315","03","15","JUNE","6","26,29"
"0315","03","15","AUGUST","8","12,13"
"0315","03","15","SEPTEMBER","9","28,29"
"0315","03","15","OCTOBER","10","13,16"
"0316","03","16","MAY","5","13,14"
"0316","03","16","JUNE","6","30"
"0316","03","16","JULY","7","1"
"0316","03","16","AUGUST","8","14,17"
"0316","03","16","SEPTEMBER","9","30"
"0316","03","16","OCTOBER","10","1"
"0316","03","16","NOVEMBER","11","17,18"
"0401","04","01","APRIL","4","1,2"
"0401","04","01","MAY","5","13,14"
"0401","04","01","JUNE","6","26,29"
"0401","04","01","AUGUST","8","10,11"
"0401","04","01","SEPTEMBER","9","22,23"
"0401","04","01","NOVEMBER","11","4,5"
"0402","04","02","APRIL","4","3,6"
"0402","04","02","MAY","5","15,18"
"0402","04","02","JUNE","6","30"
"0402","04","02","JULY","7","1"
"0402","04","02","AUGUST","8","12,13"
"0402","04","02","SEPTEMBER","9","24,25"
"0402","04","02","NOVEMBER","11","6,9"
"0403","04","03","APRIL","4","7,8"
"0403","04","03","MAY","5","19,20"
"0403","04","03","JULY","7","2,6"
"0403","04","03","AUGUST","8","14,17"
"0403","04","03","SEPTEMBER","9","28,29"
"0403","04","03","NOVEMBER","11","10,12"
"0404","04","04","APRIL","4","9,10"
"0404","04","04","MAY","5","21,22"
"0404","04","04","JULY","7","7,8"
"0404","04","04","AUGUST","8","18,19"
"0404","04","04","SEPTEMBER","9","30"
"0404","04","04","OCTOBER","10","1"
"0404","04","04","NOVEMBER","11","13,16"
"0405","04","05","APRIL","4","13,14"
"0405","04","05","MAY","5","26,27"
"0405","04","05","JUNE","6","9,10"
"0405","04","05","AUGUST","8","20,21"
"0405","04","05","OCTOBER","10","2,5"
"0405","04","05","NOVEMBER","11","17,18"
"0406","04","06","APRIL","4","15,16"
"0406","04","06","MAY","5","28,29"
"0406","04","06","JULY","7","13,14"
"0406","04","06","AUGUST","8","24,25"
"0406","04","06","OCTOBER","10","6,7"
"0406","04","06","NOVEMBER","11","19,20"
"0407","04","07","APRIL","4","17,20"
"0407","04","07","JUNE","6","1,2"
"0407","04","07","JULY","7","15,16"
"0407","04","07","AUGUST","8","26,27"
"0407","04","07","OCTOBER","10","8,9"
"0408","04","08","APRIL","4","21,22"
"0408","04","08","JUNE","6","3,4"
"0408","04","08","JULY","7","17,20"
"0408","04","08","AUGUST","8","28,31"
"0408","04","08","OCTOBER","10","13,14"
"0409","04","09","APRIL","4","23,24"
"0409","04","09","JUNE","6","5,8"
"0409","04","09","JULY","7","21,22"
"0409","04","09","AUGUST","8","1,2"
"0409","04","09","OCTOBER","10","15,16"
"0410","04","10","APRIL","4","27,28"
"0410","04","10","JUNE","6","9,10"
"0410","04","10","JULY","7","23,24"
"0410","04","10","SEPTEMBER","9","3,4"
"0410","04","10","OCTOBER","10","19,20"
"0411","04","11","APRIL","4","29,30"
"0411","04","11","JUNE","6","11,12"
"0411","04","11","JULY","7","27,28"
"0411","04","11","SEPTEMBER","9","8,9"
"0411","04","11","OCTOBER","10","21,22"
"0412","04","12","MAY","5","1,4"
"0412","04","12","JUNE","6","15,16"
"0412","04","12","JULY","7","29,30"
"0412","04","12","SEPTEMBER","9","10,11"
"0412","04","12","OCTOBER","10","23,26"
"0413","04","13","MAY","5","5,6"
"0413","04","13","JUNE","6","17,18"
"0413","04","13","JULY","7","31"
"0413","04","13","AUGUST","8","3"
"0413","04","13","SEPTEMBER","9","14,15"
"0413","04","13","OCTOBER","10","27,28"
"0414","04","14","MAY","5","7,8"
"0414","04","14","JUNE","6","22,23"
"0414","04","14","AUGUST","8","4,5"
"0414","04","14","SEPTEMBER","9","16,17"
"0414","04","14","OCTOBER","10","29,30"
"0415","04","15","MAY","5","11,12"
"0415","04","15","JUNE","6","24,25"
"0415","04","15","AUGUST","8","6,7"
"0415","04","15","OCTOBER","10","18,21"
"0415","04","15","NOVEMBER","11","2,3"
"0501","05","01","APRIL","4","1,2"
"0501","05","01","MAY","5","28,29"
"0501","05","01","JULY","7","21,22"
"0501","05","01","SEPTEMBER","9","16,17"
"0501","05","01","NOVEMBER","11","4,5"
"0502","05","02","APRIL","4","3,6"
"0502","05","02","JUNE","6","1,2"
"0502","05","02","JULY","7","23,24"
"0502","05","02","SEPTEMBER","9","18,21"
"0502","05","02","NOVEMBER","11","6,9"
"0503","05","03","APRIL","4","7,10"
"0503","05","03","JUNE","6","3,4"
"0503","05","03","JULY","7","27,28"
"0503","05","03","SEPTEMBER","9","22,23"
"0503","05","03","NOVEMBER","11","10,12"
"0504","05","04","APRIL","4","13,14"
"0504","05","04","JUNE","6","5,8"
"0504","05","04","JULY","7","29,30"
"0504","05","04","SEPTEMBER","9","24,25"
"0505","05","05","APRIL","4","15,16"
"0505","05","05","JUNE","6","9,12"
"0505","05","05","JULY","7","31"
"0505","05","05","AUGUST","8","3"
"0505","05","05","SEPTEMBER","9","28,29"
"0505","05","05","NOVEMBER","11","13,16"
"0506","05","06","APRIL","4","8,9"
"0506","05","06","MAY","5","13,14"
"0506","05","06","JUNE","6","10,11"
"0506","05","06","JULY","7","8,9"
"0506","05","06","AUGUST","8","12,13"
"0506","05","06","SEPTEMBER","9","9,10"
"0506","05","06","OCTOBER","10","8,14"
"0507","05","07","APRIL","4","17,20"
"0507","05","07","JUNE","6","15,16"
"0507","05","07","AUGUST","8","4,5"
"0507","05","07","SEPTEMBER","9","30"
"0507","05","07","OCTOBER","10","1"
"0508","05","08","APRIL","4","21,22"
"0508","05","08","JUNE","6","17,18"
"0508","05","08","AUGUST","8","6,7"
"0508","05","08","OCTOBER","10","2,5"
"0509","05","09","APRIL","4","23,24"
"0509","05","09","JUNE","6","22,23"
"0509","05","09","AUGUST","8","10,11"
"0509","05","09","OCTOBER","10","6,7"
"0510","05","10","APRIL","4","27,28"
"0510","05","10","JUNE","6","24,25"
"0510","05","10","AUGUST","8","14,17"
"0510","05","10","OCTOBER","10","9,13"
"0511","05","11","APRIL","4","29,30"
"0511","05","11","JUNE","6","26,29"
"0511","05","11","AUGUST","8","18,19"
"0511","05","11","OCTOBER","10","15,16"
"0511","05","11","NOVEMBER","11","17,18"
"0512","05","12","MAY","5","1,4"
"0512","05","12","JUNE","6","30"
"0512","05","12","JULY","7","1"
"0512","05","12","AUGUST","8","20,21"
"0512","05","12","OCTOBER","10","19,20"
"0512","05","12","NOVEMBER","11","19,20"
"0513","05","13","MAY","5","5,6"
"0513","05","13","JULY","7","2,6"
"0513","05","13","AUGUST","8","24,25"
"0513","05","13","OCTOBER","10","21,22"
"0514","05","14","MAY","5","7,8"
"0514","05","14","JULY","7","7,10"
"0514","05","14","AUGUST","8","26,28"
"0514","05","14","OCTOBER","10","23,26"
"0515","05","15","MAY","5","11,12"
"0515","05","15","JULY","7","13,14"
"0515","05","15","AUGUST","8","28,31"
"0515","05","15","OCTOBER","10","27,28"
"0516","05","16","MAY","5","15,18"
"0516","05","16","JULY","7","15,16"
"0516","05","16","SEPTEMBER","9","1,2"
"0516","05","16","OCTOBER","10","29,30"
"0517","05","17","MAY","5","19,20"
"0517","05","17","JULY","7","17,20"
"0517","05","17","SEPTEMBER","9","3,4"
"0517","05","17","NOVEMBER","11","2,3"
"0518","05","18","MAY","5","21,22"
"0518","05","18","SEPTEMBER","9","8,11"
"0519","05","19","MAY","5","26,27"
"0519","05","19","SEPTEMBER","9","14,15"
"0601","06","01","APRIL","4","1,2"
"0601","06","01","JUNE","6","17,18"
"0601","06","01","SEPTEMBER","9","3,4"
"0602","06","02","APRIL","4","3,6"
"0602","06","02","JUNE","6","22,23"
"0602","06","02","SEPTEMBER","9","8,9"
"0603","06","03","APRIL","4","7,8"
"0603","06","03","JUNE","6","24,25"
"0603","06","03","SEPTEMBER","9","10,11"
"0604","06","04","APRIL","4","9,10"
"0604","06","04","JUNE","6","26,29"
"0604","06","04","SEPTEMBER","9","14,15"
"0605","06","05","APRIL","4","13,14"
"0605","06","05","JUNE","6","30"
"0605","06","05","JULY","7","1"
"0605","06","05","SEPTEMBER","9","16,17"
"0606","06","06","APRIL","4","15,16"
"0606","06","06","JULY","7","2,6"
"0606","06","06","SEPTEMBER","9","18,21"
"0607","06","07","APRIL","4","17,20"
"0607","06","07","JULY","7","7,8"
"0607","06","07","SEPTEMBER","9","22,23"
"0608","06","08","APRIL","4","21,22"
"0608","06","08","JULY","7","9,10"
"0608","06","08","SEPTEMBER","9","24,25"
"0609","06","09","APRIL","4","23,24"
"0609","06","09","JULY","7","13,14"
"0609","06","09","SEPTEMBER","9","28,29"
"0610","06","10","APRIL","4","27,28"
"0610","06","10","JULY","7","15,16"
"0610","06","10","SEPTEMBER","9","30"
"0610","06","10","OCTOBER","10","1"
"0611","06","11","APRIL","4","29,30"
"0611","06","11","JULY","7","17,20"
"0611","06","11","OCTOBER","10","2,5"
"0612","06","12","MAY","5","1,4"
"0612","06","12","JULY","7","21,22"
"0612","06","12","OCTOBER","10","6,7"
"0613","06","13","MAY","5","5,6"
"0613","06","13","JULY","7","23,24"
"0613","06","13","OCTOBER","10","8,9"
"0614","06","14","MAY","5","7,8"
"0614","06","14","JULY","7","27,28"
"0614","06","14","OCTOBER","10","13,14"
"0615","06","15","MAY","5","11,12"
"0615","06","15","JULY","7","29,30"
"0615","06","15","OCTOBER","10","15,16"
"0616","06","16","MAY","5","13,14"
"0616","06","16","JULY","7","31"
"0616","06","16","AUGUST","8","1"
"0616","06","16","OCTOBER","10","19,20"
"0617","06","17","MAY","5","15,18"
"0617","06","17","AUGUST","8","4,5"
"0617","06","17","OCTOBER","10","21,22"
"0618","06","18","MAY","5","19,20"
"0618","06","18","AUGUST","8","6,7"
"0618","06","18","OCTOBER","10","23,26"
"0619","06","19","MAY","5","21,22"
"0619","06","19","AUGUST","8","10,11"
"0620","06","20","MAY","5","26,27"
"0620","06","20","AUGUST","8","12,13"
"0620","06","20","OCTOBER","10","27,28"
"0620","06","20","OCTOBER","10","29,30"
"0621","06","21","MAY","5","28,29"
"0621","06","21","AUGUST","8","14,15"
"0621","06","21","NOVEMBER","11","2,3"
"0622","06","22","JUNE","6","1,2"
"0622","06","22","AUGUST","8","18,19"
"0622","06","22","NOVEMBER","11","4,5"
"0623","06","23","JUNE","6","3,4"
"0623","06","23","AUGUST","8","20,21"
"0623","06","23","NOVEMBER","11","6,9"
"0624","06","24","JUNE","6","5,8"
"0624","06","24","AUGUST","8","24,25"
"0624","06","24","NOVEMBER","11","10,12"
"0625","06","25","JUNE","6","9,10"
"0625","06","25","AUGUST","8","26,27"
"0625","06","25","NOVEMBER","11","13,16"
"0626","06","26","JUNE","6","11,12"
"0626","06","26","AUGUST","8","28,31"
"0626","06","26","NOVEMBER","11","17,18"
"0627","06","27","JUNE","6","15,16"
"0627","06","27","SEPTEMBER","9","1,2"
"0627","06","27","NOVEMBER","11","19,20"
"0701","07","01","APRIL","4","1,2"
"0701","07","01","JUNE","6","3,4"
"0701","07","01","AUGUST","8","6,7"
"0701","07","01","OCTOBER","10","8,9"
"0702","07","02","APRIL","4","3,6"
"0702","07","02","JUNE","6","5,8"
"0702","07","02","AUGUST","8","10,11"
"0702","07","02","OCTOBER","10","13,14"
"0703","07","03","APRIL","4","7,8"
"0703","07","03","JUNE","6","9,10"
"0703","07","03","AUGUST","8","12,13"
"0703","07","03","OCTOBER","10","15,16"
"0704","07","04","APRIL","4","9,10"
"0704","07","04","JUNE","6","11,12"
"0704","07","04","AUGUST","8","14,17"
"0704","07","04","OCTOBER","10","19,20"
"0705","07","05","APRIL","4","13,14"
"0705","07","05","JUNE","6","15,16"
"0705","07","05","AUGUST","8","18,19"
"0705","07","05","OCTOBER","10","21,22"
"0706","07","06","APRIL","4","15,16"
"0706","07","06","JUNE","6","17,18"
"0706","07","06","AUGUST","8","20,21"
"0706","07","06","OCTOBER","10","23,26"
"0707","07","07","APRIL","4","17,20"
"0707","07","07","JUNE","6","22,23"
"0707","07","07","AUGUST","8","24,25"
"0707","07","07","OCTOBER","10","27,28"
"0708","07","08","APRIL","4","21,22"
"0708","07","08","JUNE","6","24,25"
"0708","07","08","AUGUST","8","26,27"
"0708","07","08","OCTOBER","10","29,30"
"0709","07","09","APRIL","4","23,24"
"0709","07","09","JUNE","6","26,29"
"0709","07","09","AUGUST","8","28,31"
"0709","07","09","NOVEMBER","11","2,3"
"0710","07","10","APRIL","4","27,28"
"0710","07","10","JUNE","6","30"
"0710","07","10","JULY","7","1"
"0710","07","10","SEPTEMBER","9","1,2"
"0710","07","10","NOVEMBER","11","4,5"
"0711","07","11","APRIL","4","29,30"
"0711","07","11","JULY","7","2,6"
"0711","07","11","SEPTEMBER","9","3,4"
"0711","07","11","NOVEMBER","11","6,9"
"0712","07","12","MAY","5","1,4"
"0712","07","12","JULY","7","7,8"
"0712","07","12","SEPTEMBER","9","8,9"
"0712","07","12","NOVEMBER","11","10,12"
"0713","07","13","MAY","5","5,6"
"0713","07","13","JULY","7","9,10"
"0713","07","13","SEPTEMBER","9","10,11"
"0713","07","13","NOVEMBER","11","13,16"
"0714","07","14","MAY","5","7,8"
"0714","07","14","JULY","7","13,14"
"0714","07","14","SEPTEMBER","9","14,15"
"0714","07","14","NOVEMBER","11","17,18"
"0715","07","15","MAY","5","11,12"
"0715","07","15","JULY","7","15,16"
"0715","07","15","SEPTEMBER","9","16,17"
"0715","07","15","NOVEMBER","11","19,20"
"0716","07","16","MAY","5","13,14"
"0716","07","16","JULY","7","17,20"
"0716","07","16","SEPTEMBER","9","18,21"
"0717","07","17","MAY","5","15,18"
"0717","07","17","JULY","7","21,22"
"0717","07","17","SEPTEMBER","9","22,23"
"0718","07","18","MAY","5","19,20"
"0718","07","18","JULY","7","23,24"
"0718","07","18","SEPTEMBER","9","24,25"
"0719","07","19","MAY","5","21,22"
"0719","07","19","JULY","7","27,28"
"0719","07","19","SEPTEMBER","9","28,29"
"0720","07","20","MAY","5","26,27"
"0720","07","20","JULY","7","29,30"
"0720","07","20","SEPTEMBER","9","30"
"0720","07","20","OCTOBER","10","1"
"0721","07","21","MAY","5","28,29"
"0721","07","21","JULY","7","31"
"0721","07","21","AUGUST","8","3"
"0721","07","21","OCTOBER","10","2,5"
"0722","07","22","JUNE","6","1,2"
"0722","07","22","AUGUST","8","4,5"
"0722","07","22","OCTOBER","10","6,7"
"0801","08","01","APRIL","4","1,2"
"0801","08","01","JUNE","6","5,8"
"0801","08","01","AUGUST","8","12,13"
"0801","08","01","OCTOBER","10","19,20"
"0802","08","02","APRIL","4","3,6"
"0802","08","02","JUNE","6","9,10"
"0802","08","02","AUGUST","8","14,17"
"0802","08","02","OCTOBER","10","21,22"
"0803","08","03","APRIL","4","7,8"
"0803","08","03","JUNE","6","11,12"
"0803","08","03","AUGUST","8","18,19"
"0803","08","03","OCTOBER","10","23,26"
"0804","08","04","APRIL","4","9,10"
"0804","08","04","JUNE","6","15,16"
"0804","08","04","AUGUST","8","20,21"
"0804","08","04","OCTOBER","10","27,28"
"0805","08","05","APRIL","4","13,14"
"0805","08","05","JUNE","6","17,18"
"0805","08","05","AUGUST","8","24,25"
"0805","08","05","OCTOBER","10","29,30"
"0806","08","06","APRIL","4","15,16"
"0806","08","06","JUNE","6","22,23"
"0806","08","06","AUGUST","8","26,27"
"0806","08","06","NOVEMBER","11","2,3"
"0807","08","07","APRIL","4","17,20"
"0807","08","07","JUNE","6","24,25"
"0807","08","07","AUGUST","8","28,31"
"0807","08","07","NOVEMBER","11","4,5"
"0808","08","08","APRIL","4","21,22"
"0808","08","08","JUNE","6","26,29"
"0808","08","08","SEPTEMBER","9","1,2"
"0808","08","08","NOVEMBER","11","6,9"
"0809","08","09","APRIL","4","23,24"
"0809","08","09","JUNE","6","30"
"0809","08","09","JULY","7","1"
"0809","08","09","SEPTEMBER","9","3,4"
"0809","08","09","NOVEMBER","11","10,12"
"0810","08","10","APRIL","4","27,28"
"0810","08","10","JULY","7","2,6"
"0810","08","10","SEPTEMBER","9","8,9"
"0810","08","10","NOVEMBER","11","13,16"
"0811","08","11","APRIL","4","29,30"
"0811","08","11","JULY","7","7,8"
"0811","08","11","SEPTEMBER","9","10,11"
"0811","08","11","NOVEMBER","11","17,18"
"0812","08","12","MAY","5","1,4"
"0812","08","12","JULY","7","9,10"
"0812","08","12","SEPTEMBER","9","14,15"
"0812","08","12","NOVEMBER","11","19,20"
"0813","08","13","MAY","5","5,6"
"0813","08","13","JULY","7","13,14"
"0813","08","13","SEPTEMBER","9","16,17"
"0814","08","14","MAY","5","7,8"
"0814","08","14","JULY","7","15,16"
"0814","08","14","SEPTEMBER","9","18,21"
"0815","08","15","MAY","5","11,12"
"0815","08","15","JULY","7","17,20"
"0815","08","15","SEPTEMBER","9","22,23"
"0816","08","16","MAY","5","13,14"
"0816","08","16","JULY","7","21,22"
"0816","08","16","SEPTEMBER","9","24,25"
"0817","08","17","MAY","5","15,18"
"0817","08","17","JULY","7","23,24"
"0817","08","17","SEPTEMBER","9","28,29"
"0818","08","18","MAY","5","19,20"
"0818","08","18","JULY","7","27,28"
"0818","08","18","SEPTEMBER","9","30"
"0818","08","18","OCTOBER","10","1"
"0819","08","19","MAY","5","21,22"
"0819","08","19","JULY","7","29,30"
"0819","08","19","OCTOBER","10","2,5"
"0820","08","20","MAY","5","26,27"
"0820","08","20","JULY","7","31"
"0820","08","20","AUGUST","8","3"
"0820","08","20","OCTOBER","10","6,7"
"0821","08","21","MAY","5","28,29"
"0821","08","21","AUGUST","8","4,5"
"0821","08","21","OCTOBER","10","8,9"
"0822","08","22","JUNE","6","1,2"
"0822","08","22","AUGUST","8","6,7"
"0822","08","22","OCTOBER","10","13,14"
"0823","08","23","JUNE","6","3,4"
"0823","08","23","AUGUST","8","10,11"
"0823","08","23","OCTOBER","10","15,16"
"0901","09","01","APRIL","4","1,2"
"0901","09","01","JUNE","6","17,18"
"0901","09","01","SEPTEMBER","9","3,4"
"0902","09","02","APRIL","4","3,6"
"0902","09","02","JUNE","6","22,23"
"0902","09","02","SEPTEMBER","9","8,9"
"0903","09","03","APRIL","4","7,8"
"0903","09","03","JUNE","6","24,25"
